chr	gene_id	gene_symbol	P-value	Zscore	Direction	regulation	heterogeneity_I_squared	heterogeneity_Chi_squared	heterogeneity_degrees_of_freedom_squared	heterogeneity_P-value
13	ENSG00000225727	AL139184.1	0.03764	2.079	++	Not differentially expressed	0.0	0.41	1	0.5218
1	ENSG00000229022	AL365366.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
17	ENSG00000187959	CPSF4L	0.1042	1.625	++	Not differentially expressed	0.0	0.106	1	0.7448
10	ENSG00000227537	AL139281.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000197953	AADACL2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000159450	TCHH	0.599	-0.526	--	Not differentially expressed	0.0	0.049	1	0.8251
5	ENSG00000113048	MRPS27	0.2202	-1.226	--	Not differentially expressed	0.0	0.161	1	0.6884
7	ENSG00000106052	TAX1BP1	0.3969	-0.847	+-	Not differentially expressed	71.6	3.522	1	0.06054
20	ENSG00000204070	SYS1	7.811e-07	4.94	++	Upregulated in AD	83.6	6.113	1	0.01342
3	ENSG00000175093	SPSB4	0.2115	-1.249	--	Not differentially expressed	0.0	0.495	1	0.4816
17	ENSG00000262943	ALOX12P2	0.9584	0.052	-+	Not differentially expressed	0.0	0.235	1	0.6279
19	ENSG00000283269	AC005524.1	0.8383	0.204	+0	Not differentially expressed	0.0	0.062	1	0.8035
18	ENSG00000267533	AP002414.4	0.9931	0.009	+0	Not differentially expressed	0.0	0.0	1	0.9916
3	ENSG00000228766	RPL7L1P8	0.2537	-1.141	-0	Not differentially expressed	48.4	1.938	1	0.1639
11	ENSG00000168065	SLC22A11	0.01394	2.459	++	Not differentially expressed	0.0	0.072	1	0.789
12	ENSG00000134551	PRH2	0.2836	-1.072	--	Not differentially expressed	38.2	1.617	1	0.2035
17	ENSG00000262480	SAMD11P1	0.5955	0.531	-+	Not differentially expressed	14.7	1.173	1	0.2788
12	ENSG00000233606	OR6C66P	0.4343	0.782	++	Not differentially expressed	0.0	0.036	1	0.8498
7	ENSG00000196511	TPK1	0.1778	-1.348	--	Not differentially expressed	0.0	0.049	1	0.8255
17	ENSG00000179094	PER1	0.05069	1.954	++	Not differentially expressed	0.0	0.479	1	0.4889
2	ENSG00000172954	LCLAT1	0.2474	-1.157	--	Not differentially expressed	0.0	0.416	1	0.5187
15	ENSG00000166128	RAB8B	0.1901	1.31	+-	Not differentially expressed	87.2	7.827	1	0.005148
9	ENSG00000273668	AL136317.1	0.9326	0.085	+0	Not differentially expressed	0.0	0.011	1	0.9178
9	ENSG00000126882	FAM78A	0.1009	1.641	++	Not differentially expressed	0.0	0.075	1	0.7846
15	ENSG00000131876	SNRPA1	0.0001612	-3.773	--	Not differentially expressed	60.7	2.542	1	0.1108
2	ENSG00000185674	LYG2	0.3111	1.013	++	Not differentially expressed	0.0	0.156	1	0.693
13	ENSG00000139668	WDFY2	0.005378	2.784	++	Not differentially expressed	0.0	0.187	1	0.6651
6	ENSG00000216802	AL590617.1	0.4663	0.729	++	Not differentially expressed	0.0	0.056	1	0.8134
1	ENSG00000188807	TMEM201	0.4042	-0.834	-+	Not differentially expressed	77.8	4.512	1	0.03365
16	ENSG00000175595	ERCC4	0.006863	2.703	++	Not differentially expressed	0.0	0.01	1	0.9223
12	ENSG00000261308	FIGNL2	7.088e-05	-3.973	--	Not differentially expressed	79.6	4.909	1	0.02672
7	ENSG00000235454	HAUS6P3	0.9582	-0.052	-0	Not differentially expressed	0.0	0.004	1	0.949
7	ENSG00000122592	HOXA7	0.9104	0.112	+0	Not differentially expressed	0.0	0.019	1	0.8909
6	ENSG00000124490	CRISP2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
X	ENSG00000171116	HSFX1	0.08045	1.748	++	Not differentially expressed	72.9	3.693	1	0.05465
4	ENSG00000005059	MCUB	0.02604	2.226	++	Not differentially expressed	17.0	1.205	1	0.2724
2	ENSG00000230158	MTND1P28	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
7	ENSG00000146535	GNA12	1.03e-05	4.411	++	Not differentially expressed	49.4	1.975	1	0.1599
22	ENSG00000100201	DDX17	0.9944	-0.007	-+	Not differentially expressed	0.0	0.842	1	0.3587
5	ENSG00000134970	TMED7	0.05754	1.899	+-	Not differentially expressed	84.9	6.618	1	0.01009
8	ENSG00000177182	CLVS1	0.004333	-2.853	--	Not differentially expressed	0.0	0.782	1	0.3764
16	ENSG00000261130	AC140504.1	0.3399	-0.954	-0	Not differentially expressed	26.2	1.355	1	0.2445
19	ENSG00000231924	PSG1	0.3196	-0.995	--	Not differentially expressed	0.0	0.014	1	0.9052
8	ENSG00000172164	SNTB1	1.309e-06	4.838	++	Upregulated in AD	81.3	5.345	1	0.02078
4	ENSG00000084092	NOA1	0.4875	-0.694	+-	Not differentially expressed	72.2	3.602	1	0.05771
15	ENSG00000166173	LARP6	0.3193	-0.996	--	Not differentially expressed	0.0	0.622	1	0.4302
6	ENSG00000112139	MDGA1	0.0002461	3.666	++	Not differentially expressed	67.1	3.04	1	0.08122
7	ENSG00000166529	ZSCAN21	0.261	1.124	++	Not differentially expressed	0.0	0.828	1	0.3628
18	ENSG00000264104	AC114689.1	0.6992	-0.386	--	Not differentially expressed	0.0	0.066	1	0.7976
21	ENSG00000183145	RIPPLY3	0.9996	-0.0	-+	Not differentially expressed	71.3	3.488	1	0.06182
5	ENSG00000249353	NPM1P27	0.3292	0.976	++	Not differentially expressed	0.0	0.002	1	0.9635
9	ENSG00000171133	OR2K2	0.001065	-3.273	-0	Not differentially expressed	93.7	15.934	1	6.56e-05
19	ENSG00000104976	SNAPC2	0.6712	-0.424	-+	Not differentially expressed	0.0	0.558	1	0.4552
15	ENSG00000140297	GCNT3	0.9443	-0.07	-+	Not differentially expressed	86.4	7.368	1	0.006638
12	ENSG00000186298	PPP1CC	4.224e-06	4.6	++	Not differentially expressed	95.7	23.127	1	1.517e-06
1	ENSG00000233401	PRKAR1AP1	0.477	0.711	-+	Not differentially expressed	66.2	2.962	1	0.08524
17	ENSG00000188554	NBR1	0.142	1.468	++	Not differentially expressed	0.0	0.848	1	0.3572
2	ENSG00000136718	IMP4	0.003041	-2.964	--	Not differentially expressed	27.3	1.375	1	0.2409
7	ENSG00000128591	FLNC	0.05185	1.944	-+	Not differentially expressed	70.2	3.356	1	0.06697
9	ENSG00000176399	DMRTA1	0.07074	1.807	++	Not differentially expressed	70.5	3.386	1	0.06575
16	ENSG00000102924	CBLN1	0.2693	-1.105	+-	Not differentially expressed	74.6	3.93	1	0.04742
11	ENSG00000110042	DTX4	0.0006875	-3.395	--	Not differentially expressed	90.6	10.66	1	0.001095
5	ENSG00000155511	GRIA1	0.0125	-2.498	--	Not differentially expressed	52.4	2.099	1	0.1474
12	ENSG00000198678	OR5BS1P	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
17	ENSG00000274226	TBC1D3H	0.9963	0.005	+0	Not differentially expressed	0.0	0.0	1	0.9955
X	ENSG00000230312	AC234782.1	0.8812	0.149	+0	Not differentially expressed	0.0	0.033	1	0.8554
7	ENSG00000225371	CICP8	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
22	ENSG00000241973	PI4KA	0.3037	-1.028	+-	Not differentially expressed	18.5	1.227	1	0.2681
20	ENSG00000124237	C20orf85	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
19	ENSG00000204936	CD177	0.0005845	3.439	++	Not differentially expressed	92.9	14.04	1	0.000179
5	ENSG00000186687	LYRM7	0.01413	-2.454	--	Not differentially expressed	48.7	1.951	1	0.1625
12	ENSG00000257738	AC009248.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000188909	BSX	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
7	ENSG00000218823	PAPOLB	0.6194	0.497	-+	Not differentially expressed	0.0	0.995	1	0.3184
7	ENSG00000237026	AC104073.2	0.1942	-1.298	-0	Not differentially expressed	60.1	2.507	1	0.1133
14	ENSG00000140057	AK7	0.4561	0.745	-+	Not differentially expressed	75.6	4.101	1	0.04286
10	ENSG00000156113	KCNMA1	0.5392	0.614	+-	Not differentially expressed	91.9	12.335	1	0.0004446
14	ENSG00000125954	CHURC1-FNTB	0.04626	1.993	++	Not differentially expressed	0.0	0.494	1	0.4821
7	ENSG00000105954	NPVF	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
X	ENSG00000204071	TCEAL6	0.02267	-2.279	--	Not differentially expressed	0.0	0.005	1	0.9452
3	ENSG00000243547	HNRNPKP4	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
2	ENSG00000232114	AC018693.2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
19	ENSG00000141971	MVB12A	0.1614	1.4	++	Not differentially expressed	0.0	0.258	1	0.6118
1	ENSG00000143595	AQP10	0.5904	-0.538	-0	Not differentially expressed	0.0	0.431	1	0.5115
1	ENSG00000152332	UHMK1	0.8431	-0.198	+-	Not differentially expressed	83.0	5.871	1	0.0154
19	ENSG00000269179	AC011452.1	0.9762	-0.03	-0	Not differentially expressed	0.0	0.001	1	0.971
22	ENSG00000251890	RNA5SP497	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
14	ENSG00000139971	ARMH4	0.2302	-1.2	+-	Not differentially expressed	70.0	3.333	1	0.06792
16	ENSG00000182108	DEXI	0.8818	0.149	-+	Not differentially expressed	0.0	0.064	1	0.8007
4	ENSG00000121897	LIAS	0.0001879	-3.735	-+	Not differentially expressed	95.8	23.531	1	1.229e-06
19	ENSG00000243771	AC010618.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000203859	HSD3B2	0.9628	0.047	++	Not differentially expressed	0.0	0.0	1	0.9936
2	ENSG00000185176	AQP12B	0.755	0.312	++	Not differentially expressed	0.0	0.004	1	0.9483
17	ENSG00000265593	NPM1P45	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000133019	CHRM3	0.0535	-1.931	--	Not differentially expressed	24.0	1.315	1	0.2515
10	ENSG00000165655	ZNF503	0.2789	1.083	+-	Not differentially expressed	86.2	7.231	1	0.007167
2	ENSG00000226831	MED15P3	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
16	ENSG00000279800	BCLAF1P2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000231615	AL645568.2	0.5733	0.563	++	Not differentially expressed	0.0	0.109	1	0.7412
18	ENSG00000264150	AP005136.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
12	ENSG00000271596	AC008121.1	0.4193	0.808	-+	Not differentially expressed	0.0	0.619	1	0.4315
19	ENSG00000127903	ZNF835	0.9217	0.098	-+	Not differentially expressed	0.0	0.07	1	0.7908
6	ENSG00000112038	OPRM1	0.4061	-0.831	--	Not differentially expressed	0.0	0.068	1	0.7937
15	ENSG00000103742	IGDCC4	0.0003353	3.586	++	Not differentially expressed	0.0	0.004	1	0.9508
X	ENSG00000126947	ARMCX1	0.4508	-0.754	+-	Not differentially expressed	69.0	3.224	1	0.07257
1	ENSG00000162433	AK4	0.0007616	3.366	++	Not differentially expressed	90.3	10.345	1	0.001298
11	ENSG00000160654	CD3G	0.9135	0.109	-+	Not differentially expressed	90.5	10.476	1	0.001209
4	ENSG00000109472	CPE	0.1272	1.525	+-	Not differentially expressed	91.6	11.849	1	0.0005769
2	ENSG00000173699	SPATA3	0.4012	0.84	-+	Not differentially expressed	60.4	2.525	1	0.112
1	ENSG00000186092	OR4F5	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
7	ENSG00000169402	RSPH10B2	0.3392	-0.956	-+	Not differentially expressed	75.4	4.065	1	0.04378
7	ENSG00000229886	AC068533.2	0.4223	-0.802	-0	Not differentially expressed	0.0	0.958	1	0.3277
2	ENSG00000202430	RNA5SP88	0.6544	0.448	++	Not differentially expressed	0.0	0.099	1	0.7532
1	ENSG00000251503	CENPS-CORT	0.02098	-2.308	--	Not differentially expressed	0.0	0.119	1	0.7303
11	ENSG00000186895	FGF3	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
17	ENSG00000197879	MYO1C	2.871e-05	4.183	++	Not differentially expressed	61.0	2.565	1	0.1092
5	ENSG00000186314	PRELID2	0.6585	-0.442	-+	Not differentially expressed	71.9	3.561	1	0.05916
22	ENSG00000184208	C22orf46	0.8737	-0.159	-+	Not differentially expressed	88.5	8.673	1	0.003229
2	ENSG00000115556	PLCD4	0.7874	0.27	++	Not differentially expressed	0.0	0.003	1	0.9583
5	ENSG00000113460	BRIX1	0.3205	-0.993	--	Not differentially expressed	0.0	0.0	1	0.9964
4	ENSG00000164023	SGMS2	0.4114	-0.821	-+	Not differentially expressed	94.0	16.787	1	4.183e-05
21	ENSG00000159200	RCAN1	0.2054	-1.266	--	Not differentially expressed	0.0	0.14	1	0.7081
5	ENSG00000145734	BDP1	0.005756	-2.761	--	Not differentially expressed	51.7	2.072	1	0.15
16	ENSG00000174938	SEZ6L2	3.146e-05	-4.163	--	Not differentially expressed	0.0	0.536	1	0.4639
5	ENSG00000113721	PDGFRB	0.006003	2.748	++	Not differentially expressed	32.4	1.48	1	0.2237
2	ENSG00000157985	AGAP1	0.1563	1.418	++	Not differentially expressed	0.0	0.185	1	0.6668
14	ENSG00000258643	BCL2L2-PABPN1	0.7991	0.255	+-	Not differentially expressed	0.0	0.196	1	0.6581
2	ENSG00000214211	CTAGE14P	0.7489	0.32	++	Not differentially expressed	0.0	0.014	1	0.907
11	ENSG00000109851	DBX1	0.959	-0.051	-0	Not differentially expressed	0.0	0.004	1	0.9499
5	ENSG00000087116	ADAMTS2	4.916e-15	7.829	++	Upregulated in AD	96.1	25.425	1	4.6e-07
16	ENSG00000089486	CDIP1	0.1984	1.286	+-	Not differentially expressed	60.1	2.506	1	0.1134
4	ENSG00000145391	SETD7	0.127	1.526	++	Not differentially expressed	0.0	0.629	1	0.4279
16	ENSG00000153066	TXNDC11	0.9201	-0.1	--	Not differentially expressed	0.0	0.003	1	0.9583
22	ENSG00000186951	PPARA	2.78e-05	4.191	++	Not differentially expressed	0.0	0.227	1	0.6336
10	ENSG00000236582	PRPF38AP2	0.6626	0.436	+0	Not differentially expressed	0.0	0.283	1	0.5946
10	ENSG00000152779	SLC16A12	6.069e-09	5.815	++	Upregulated in AD	96.7	30.274	1	3.752e-08
17	ENSG00000187607	ZNF286A	0.8926	-0.135	--	Not differentially expressed	0.0	0.003	1	0.9538
17	ENSG00000264164	AC090616.2	0.1711	-1.369	-+	Not differentially expressed	81.4	5.381	1	0.02036
19	ENSG00000105559	PLEKHA4	0.001248	3.228	++	Not differentially expressed	0.0	0.02	1	0.8867
9	ENSG00000227449	FGF7P6	0.7538	0.314	-+	Not differentially expressed	0.0	0.289	1	0.5912
17	ENSG00000262302	AC003688.1	0.6561	0.445	+0	Not differentially expressed	0.0	0.295	1	0.587
10	ENSG00000108018	SORCS1	0.02517	-2.239	--	Not differentially expressed	0.0	0.948	1	0.3301
15	ENSG00000157483	MYO1E	0.03451	2.114	++	Not differentially expressed	65.2	2.875	1	0.08997
21	ENSG00000154654	NCAM2	0.6176	0.499	+-	Not differentially expressed	50.7	2.028	1	0.1544
1	ENSG00000188092	GPR89B	0.01819	-2.362	--	Not differentially expressed	60.7	2.548	1	0.1105
17	ENSG00000108786	HSD17B1	0.385	0.869	-+	Not differentially expressed	0.0	0.8	1	0.3711
13	ENSG00000139505	MTMR6	0.03332	-2.128	--	Not differentially expressed	0.0	0.422	1	0.5161
4	ENSG00000251229	AL645924.2	0.4305	0.788	-+	Not differentially expressed	57.4	2.349	1	0.1253
8	ENSG00000254185	MAPK6P5	0.6989	-0.387	-0	Not differentially expressed	0.0	0.223	1	0.6371
1	ENSG00000127125	PPCS	0.2123	-1.247	--	Not differentially expressed	0.0	0.46	1	0.4977
17	ENSG00000167302	TEPSIN	0.4708	0.721	-+	Not differentially expressed	0.0	0.595	1	0.4406
12	ENSG00000240925	RPS20P31	0.2291	1.203	++	Not differentially expressed	0.0	0.805	1	0.3696
11	ENSG00000259112	NDUFC2-KCTD14	0.1774	1.349	++	Not differentially expressed	41.6	1.713	1	0.1907
19	ENSG00000182315	MBD3L3	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000134072	CAMK1	0.2	-1.282	--	Not differentially expressed	0.0	0.09	1	0.7645
10	ENSG00000138346	DNA2	0.1339	1.499	++	Not differentially expressed	47.2	1.894	1	0.1687
1	ENSG00000188257	PLA2G2A	0.000102	3.886	+0	Not differentially expressed	95.5	22.461	1	2.145e-06
8	ENSG00000147454	SLC25A37	0.2662	-1.112	-+	Not differentially expressed	78.4	4.64	1	0.03123
11	ENSG00000174851	YIF1A	0.4018	-0.838	-+	Not differentially expressed	87.5	8.025	1	0.004612
3	ENSG00000239212	RPL6P7	0.2563	-1.135	--	Not differentially expressed	0.0	0.145	1	0.7036
8	ENSG00000134028	ADAMDEC1	0.386	0.867	+-	Not differentially expressed	30.9	1.447	1	0.229
21	ENSG00000154723	ATP5PF	8.771e-05	-3.922	--	Not differentially expressed	83.1	5.931	1	0.01487
12	ENSG00000182782	HCAR2	0.4534	0.75	++	Not differentially expressed	0.0	0.564	1	0.4527
10	ENSG00000231569	AL355334.1	0.4648	-0.731	-0	Not differentially expressed	0.0	0.795	1	0.3727
3	ENSG00000241478	HSPA8P9	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000003756	RBM5	0.4605	-0.738	-+	Not differentially expressed	65.6	2.908	1	0.08817
11	ENSG00000173933	RBM4	0.8759	-0.156	--	Not differentially expressed	0.0	0.025	1	0.8753
9	ENSG00000229530	AL136097.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
12	ENSG00000058272	PPP1R12A	0.6434	-0.463	+-	Not differentially expressed	62.2	2.648	1	0.1037
6	ENSG00000112200	ZNF451	0.5447	-0.606	--	Not differentially expressed	0.0	0.126	1	0.7225
3	ENSG00000173366	AC097637.1	0.1381	1.483	++	Not differentially expressed	0.0	0.04	1	0.8406
9	ENSG00000232454	AL138752.1	0.764	0.3	++	Not differentially expressed	0.0	0.001	1	0.972
7	ENSG00000225726	AC007000.2	0.9902	-0.012	-+	Not differentially expressed	20.1	1.252	1	0.2632
4	ENSG00000071205	ARHGAP10	0.0128	2.489	++	Not differentially expressed	60.7	2.544	1	0.1107
20	ENSG00000101003	GINS1	0.1312	1.509	++	Not differentially expressed	34.9	1.535	1	0.2153
5	ENSG00000145740	SLC30A5	0.1243	-1.537	--	Not differentially expressed	0.0	0.21	1	0.6468
11	ENSG00000284931	AC104389.5	0.3012	-1.034	-0	Not differentially expressed	37.1	1.59	1	0.2073
6	ENSG00000079931	MOXD1	0.00119	-3.241	--	Not differentially expressed	28.9	1.407	1	0.2356
1	ENSG00000143153	ATP1B1	0.01228	-2.504	--	Not differentially expressed	0.0	0.064	1	0.7996
5	ENSG00000127184	COX7C	0.004736	-2.824	--	Not differentially expressed	0.0	0.004	1	0.95
14	ENSG00000244237	AL133445.1	0.9652	0.044	+0	Not differentially expressed	0.0	0.003	1	0.9576
21	ENSG00000230965	SNX18P13	0.8176	-0.231	--	Not differentially expressed	0.0	0.006	1	0.9385
8	ENSG00000066827	ZFAT	0.1049	1.621	++	Not differentially expressed	0.0	0.408	1	0.5229
10	ENSG00000168209	DDIT4	0.005142	2.798	++	Not differentially expressed	0.0	0.295	1	0.5868
7	ENSG00000184408	KCND2	0.0588	-1.89	--	Not differentially expressed	0.0	0.112	1	0.7373
3	ENSG00000284952	AC104472.3	0.5719	-0.565	+-	Not differentially expressed	9.0	1.099	1	0.2944
19	ENSG00000198356	ASNA1	0.9124	-0.11	+-	Not differentially expressed	0.0	0.071	1	0.7894
6	ENSG00000120436	GPR31	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
19	ENSG00000224476	RPL36P16	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
Y	ENSG00000242854	DNM1P24	0.9992	-0.001	-0	Not differentially expressed	0.0	0.0	1	0.999
Y	ENSG00000235462	TAB3P1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
19	ENSG00000212576	RNA5SP467	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000226157	OR52E3P	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000080224	EPHA6	0.02004	-2.326	--	Not differentially expressed	0.0	0.144	1	0.7043
5	ENSG00000176788	BASP1	0.006505	-2.721	--	Not differentially expressed	33.7	1.508	1	0.2194
10	ENSG00000065618	COL17A1	0.02841	-2.192	-+	Not differentially expressed	87.4	7.907	1	0.004924
16	ENSG00000153789	FAM92B	0.8102	-0.24	-+	Not differentially expressed	84.2	6.342	1	0.01179
2	ENSG00000032389	EIPR1	0.009335	-2.6	--	Not differentially expressed	0.0	0.04	1	0.8415
8	ENSG00000164983	TMEM65	0.02985	-2.172	--	Not differentially expressed	0.0	0.519	1	0.4715
6	ENSG00000130340	SNX9	0.01478	2.438	++	Not differentially expressed	0.0	0.329	1	0.5665
7	ENSG00000226509	AC005588.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
X	ENSG00000133134	BEX2	0.001201	-3.239	--	Not differentially expressed	0.0	0.046	1	0.8302
11	ENSG00000213252	AP001282.1	0.5189	0.645	+-	Not differentially expressed	0.0	0.918	1	0.338
8	ENSG00000254151	NIPA2P4	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
14	ENSG00000139908	TSSK4	0.3857	0.867	++	Not differentially expressed	0.0	0.394	1	0.5304
15	ENSG00000285135	OR4Q1P	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
14	ENSG00000243730	RPL29P3	0.3525	-0.93	-0	Not differentially expressed	22.2	1.286	1	0.2568
1	ENSG00000157330	C1orf158	0.2355	-1.186	-+	Not differentially expressed	57.5	2.355	1	0.1248
19	ENSG00000267005	AC002984.1	0.957	-0.054	-0	Not differentially expressed	0.0	0.004	1	0.9476
5	ENSG00000132840	BHMT2	4.152e-06	4.604	++	Not differentially expressed	92.1	12.61	1	0.0003837
17	ENSG00000121057	AKAP1	0.03446	2.115	++	Not differentially expressed	71.4	3.497	1	0.06148
7	ENSG00000211697	TRGV5	0.7938	-0.261	-0	Not differentially expressed	0.0	0.102	1	0.7499
2	ENSG00000230122	ECEL1P3	0.2032	1.272	++	Not differentially expressed	40.5	1.68	1	0.1949
6	ENSG00000164458	TBXT	0.8871	0.142	+0	Not differentially expressed	0.0	0.03	1	0.8626
6	ENSG00000137312	FLOT1	0.4234	-0.801	+-	Not differentially expressed	57.4	2.348	1	0.1254
X	ENSG00000227159	DDX11L16	0.7759	-0.285	-0	Not differentially expressed	0.0	0.121	1	0.7284
2	ENSG00000233134	MTND3P17	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
7	ENSG00000233876	GAPDHP68	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
8	ENSG00000253228	NRBF2P4	0.7527	0.315	-+	Not differentially expressed	0.0	0.127	1	0.7219
1	ENSG00000173728	C1orf100	0.3143	1.006	++	Not differentially expressed	0.0	0.1	1	0.7514
4	ENSG00000248213	CICP16	0.3222	0.99	++	Not differentially expressed	0.0	0.092	1	0.7614
1	ENSG00000164002	EXO5	0.02189	-2.292	--	Not differentially expressed	6.5	1.07	1	0.301
10	ENSG00000226794	MTND1P20	0.7718	0.29	+0	Not differentially expressed	0.0	0.125	1	0.7236
12	ENSG00000111215	PRR4	0.103	-1.631	-+	Not differentially expressed	91.9	12.367	1	0.000437
5	ENSG00000164251	F2RL1	0.05396	1.927	++	Not differentially expressed	0.0	0.615	1	0.4328
5	ENSG00000133835	HSD17B4	0.2727	-1.097	--	Not differentially expressed	0.0	0.142	1	0.7064
16	ENSG00000135702	CHST5	0.2067	1.263	-+	Not differentially expressed	79.4	4.843	1	0.02775
22	ENSG00000100154	TTC28	0.3331	0.968	++	Not differentially expressed	0.0	0.025	1	0.8755
9	ENSG00000181090	EHMT1	0.5388	0.615	-+	Not differentially expressed	0.0	0.862	1	0.3532
7	ENSG00000275295	AC073968.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
22	ENSG00000185666	SYN3	0.9086	-0.115	--	Not differentially expressed	0.0	0.007	1	0.931
12	ENSG00000198270	TMEM116	0.1609	-1.402	-+	Not differentially expressed	82.7	5.775	1	0.01626
14	ENSG00000165949	IFI27	0.0227	2.278	++	Not differentially expressed	69.0	3.225	1	0.07252
1	ENSG00000162897	FCAMR	0.9907	0.012	+0	Not differentially expressed	0.0	0.0	1	0.9886
X	ENSG00000102076	OPN1LW	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
2	ENSG00000242412	DBIL5P2	0.9305	0.087	-+	Not differentially expressed	0.0	0.55	1	0.4585
2	ENSG00000223760	MED15P9	0.9656	0.043	-+	Not differentially expressed	33.6	1.506	1	0.2197
7	ENSG00000229436	AC073850.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
X	ENSG00000250349	AF241726.2	0.6966	0.39	+-	Not differentially expressed	0.0	0.233	1	0.6292
2	ENSG00000163331	DAPL1	0.8122	-0.238	-+	Not differentially expressed	84.1	6.281	1	0.0122
