gene_name	Annese_et_al	Magistry_et_al	Luo_et_al	van_Rooij_et_al	upregulated_count	downregulated_count
NEFH	missing	missing	upregulated	downregulated	1	1
NEFL	downregulated	missing	missing	missing	0	1
NEFM	downregulated	missing	missing	downregulated	0	2
NEGR1-IT1	downregulated	missing	missing	downregulated	0	2
NEK10	downregulated	missing	downregulated	missing	0	2
NEK2-DT	downregulated	missing	missing	downregulated	0	2
NEK5	missing	missing	downregulated	missing	0	1
NEK7	missing	missing	upregulated	upregulated	2	0
NEK8	missing	missing	upregulated	missing	1	0
NELFB	missing	missing	upregulated	missing	1	0
NELL1	downregulated	missing	missing	downregulated	0	2
NELL2	downregulated	missing	missing	downregulated	0	2
NETO1-DT	downregulated	missing	missing	downregulated	0	2
NETO2	downregulated	missing	missing	downregulated	0	2
NEURL1	missing	missing	missing	downregulated	0	1
NEUROD1	downregulated	missing	missing	downregulated	0	2
NEUROD6	downregulated	missing	missing	downregulated	0	2
NEUROG2-AS1	missing	missing	downregulated	missing	0	1
NEUROG3	missing	missing	upregulated	missing	1	0
NEXN-AS1	missing	missing	missing	upregulated	1	0
NFATC3	missing	missing	missing	upregulated	1	0
NFE2L1-DT	missing	missing	missing	upregulated	1	0
NFIL3	upregulated	missing	missing	upregulated	2	0
NFKB2	upregulated	missing	upregulated	upregulated	3	0
NFKBIA	upregulated	missing	missing	upregulated	2	0
NFKBIL1	missing	missing	downregulated	missing	0	1
NFKBIZ	missing	missing	missing	upregulated	1	0
NFS1	missing	missing	missing	downregulated	0	1
NGEF	missing	missing	missing	downregulated	0	1
NGFR-AS1	upregulated	missing	missing	upregulated	2	0
NHERF2	missing	missing	downregulated	upregulated	1	1
NHLRC1	missing	missing	missing	downregulated	0	1
NHLRC3	missing	missing	downregulated	missing	0	1
NHP2	missing	missing	upregulated	missing	1	0
NICN1	missing	missing	missing	downregulated	0	1
NIPA1	missing	missing	downregulated	missing	0	1
NIPAL2-AS1	missing	missing	upregulated	downregulated	1	1
NIPAL4-DT	missing	missing	upregulated	missing	1	0
NIPSNAP1	downregulated	missing	missing	downregulated	0	2
NIPSNAP3B	missing	missing	upregulated	downregulated	1	1
NIT2	missing	missing	missing	downregulated	0	1
NKAIN1	missing	missing	upregulated	missing	1	0
NKAIN3	downregulated	missing	missing	downregulated	0	2
NKG7	missing	missing	upregulated	missing	1	0
NKIRAS1	missing	missing	upregulated	downregulated	1	1
NKX6-1	missing	missing	missing	upregulated	1	0
NKX6-2	upregulated	missing	missing	missing	1	0
NLE1	missing	missing	missing	downregulated	0	1
NLGN4X	downregulated	missing	missing	missing	0	1
NLRC5	upregulated	missing	missing	missing	1	0
NLRP1	missing	missing	missing	downregulated	0	1
NLRP12	missing	missing	downregulated	missing	0	1
NLRP2	downregulated	missing	missing	downregulated	0	2
NLRP4	upregulated	upregulated	missing	upregulated	3	0
NLRX1	missing	missing	upregulated	missing	1	0
NME1-NME2	missing	missing	downregulated	downregulated	0	2
NME3	missing	missing	upregulated	missing	1	0
NME5	downregulated	missing	upregulated	downregulated	1	2
NME9	missing	missing	downregulated	missing	0	1
NMNAT2	downregulated	missing	missing	downregulated	0	2
NNAT	downregulated	missing	upregulated	downregulated	1	2
NOD2	upregulated	missing	missing	missing	1	0
NOL3	downregulated	missing	upregulated	missing	1	1
NOL4	missing	missing	missing	downregulated	0	1
NOL6	downregulated	missing	upregulated	downregulated	1	2
NOL8	missing	missing	downregulated	missing	0	1
NOS1AP	downregulated	missing	missing	downregulated	0	2
NOTCH1	upregulated	missing	missing	missing	1	0
NOTCH3	upregulated	missing	missing	upregulated	2	0
NOTCH4	missing	missing	missing	upregulated	1	0
NPAS1	missing	missing	missing	downregulated	0	1
NPB	missing	missing	downregulated	missing	0	1
NPC1L1	upregulated	missing	missing	upregulated	2	0
NPIPB12	missing	missing	upregulated	missing	1	0
NPIPB4	missing	missing	upregulated	missing	1	0
NPL	upregulated	missing	missing	missing	1	0
NPM2	missing	missing	missing	downregulated	0	1
NPNT	upregulated	missing	missing	missing	1	0
NPPA-AS1	missing	missing	missing	downregulated	0	1
NPSR1-AS1	missing	downregulated	missing	missing	0	1
NPTN-IT1	downregulated	missing	missing	downregulated	0	2
NPTX1	missing	missing	upregulated	downregulated	1	1
NPTX2	missing	missing	upregulated	missing	1	0
NPTXR	downregulated	missing	upregulated	downregulated	1	2
NPY	downregulated	missing	downregulated	downregulated	0	3
NPY1R	missing	missing	upregulated	missing	1	0
NPY2R-AS1	downregulated	missing	missing	missing	0	1
NPY5R	missing	missing	missing	downregulated	0	1
NR1D2	missing	missing	upregulated	missing	1	0
NR1H2	missing	missing	upregulated	missing	1	0
NR1H4	downregulated	missing	missing	missing	0	1
NR2C1	missing	missing	upregulated	missing	1	0
NR4A1AS	missing	missing	missing	upregulated	1	0
NR4A2	upregulated	missing	upregulated	missing	2	0
NR4A3	downregulated	missing	missing	missing	0	1
NRCAM	missing	missing	missing	downregulated	0	1
NREP-AS1	missing	missing	missing	downregulated	0	1
NRG1-IT1	missing	missing	missing	downregulated	0	1
NRG3-AS1	missing	missing	missing	downregulated	0	1
NRGN	downregulated	missing	downregulated	downregulated	0	3
NRIP3-DT	downregulated	missing	missing	downregulated	0	2
NRM	missing	missing	upregulated	missing	1	0
NRN1	downregulated	missing	missing	downregulated	0	2
NRROS	missing	missing	upregulated	missing	1	0
NRSN1	missing	missing	missing	downregulated	0	1
NRSN2-AS1	downregulated	missing	missing	downregulated	0	2
NRXN1-DT	missing	missing	missing	downregulated	0	1
NRXN2-AS1	missing	missing	upregulated	downregulated	1	1
NRXN3	missing	missing	missing	downregulated	0	1
NSF	downregulated	missing	missing	downregulated	0	2
NSG1	missing	missing	missing	downregulated	0	1
NSG2	downregulated	missing	missing	downregulated	0	2
NSRP1	missing	missing	downregulated	missing	0	1
NSUN7	downregulated	missing	missing	missing	0	1
NT5C3A	missing	missing	upregulated	missing	1	0
NT5DC1	downregulated	missing	missing	missing	0	1
NT5DC2	missing	missing	missing	upregulated	1	0
NT5DC3	downregulated	missing	missing	downregulated	0	2
NT5E	downregulated	missing	missing	missing	0	1
NT5M	missing	missing	upregulated	missing	1	0
NTNG2	missing	missing	upregulated	missing	1	0
NTS	downregulated	missing	missing	missing	0	1
NUAK2	missing	missing	downregulated	missing	0	1
NUBP2	missing	missing	downregulated	missing	0	1
NUCB1-AS1	missing	missing	upregulated	missing	1	0
NUDCD1	missing	missing	upregulated	missing	1	0
NUDCD3	missing	missing	missing	downregulated	0	1
NUDT12	missing	missing	upregulated	missing	1	0
NUDT16-DT	missing	missing	upregulated	missing	1	0
NUDT16L1	missing	missing	downregulated	missing	0	1
NUDT18	missing	missing	missing	downregulated	0	1
NUDT2	missing	missing	missing	downregulated	0	1
NUDT8	missing	missing	downregulated	missing	0	1
NUMBL	missing	missing	upregulated	downregulated	1	1
NUP160	missing	missing	missing	upregulated	1	0
NUP188	upregulated	missing	missing	missing	1	0
NUP210L	missing	missing	missing	upregulated	1	0
NUP37	missing	missing	upregulated	missing	1	0
NUP62CL	downregulated	missing	missing	missing	0	1
NUP93-DT	downregulated	missing	missing	downregulated	0	2
NUPR1	upregulated	missing	missing	upregulated	2	0
NUTM2A	missing	upregulated	missing	missing	1	0
NWD2	downregulated	missing	missing	downregulated	0	2
NXF1	missing	missing	missing	upregulated	1	0
NXF2	missing	missing	upregulated	missing	1	0
NXF2B	missing	missing	downregulated	missing	0	1
NXNL1	downregulated	missing	missing	missing	0	1
NXPE2	missing	missing	upregulated	missing	1	0
NXPE3	missing	missing	downregulated	missing	0	1
NXPH1	missing	missing	missing	downregulated	0	1
NXPH2	missing	missing	missing	downregulated	0	1
NXPH3	missing	missing	upregulated	missing	1	0
NXT1-AS1	missing	missing	upregulated	missing	1	0
NYAP1	missing	missing	downregulated	downregulated	0	2
NYAP2	missing	missing	missing	downregulated	0	1
NYNRIN	upregulated	missing	missing	missing	1	0
OASL	missing	missing	upregulated	missing	1	0
OAT	missing	missing	missing	downregulated	0	1
OBSL1	missing	missing	upregulated	missing	1	0
OCA2	downregulated	missing	missing	missing	0	1
OCIAD1-AS1	downregulated	missing	upregulated	downregulated	1	2
OCIAD2	downregulated	missing	missing	missing	0	1
OCLN	downregulated	missing	missing	upregulated	1	1
OCRL	downregulated	missing	missing	downregulated	0	2
ODAD1	downregulated	missing	missing	missing	0	1
ODAD2	downregulated	missing	missing	missing	0	1
ODR4	missing	missing	downregulated	missing	0	1
OFD1	missing	missing	upregulated	missing	1	0
OGDHL	downregulated	missing	missing	downregulated	0	2
OGN	missing	missing	missing	upregulated	1	0
OLA1	downregulated	missing	missing	downregulated	0	2
OLAH	missing	missing	missing	upregulated	1	0
OLFM1	downregulated	missing	missing	downregulated	0	2
OLFM3	downregulated	missing	missing	downregulated	0	2
OLFML1	missing	missing	downregulated	missing	0	1
OLFML2A	missing	missing	missing	upregulated	1	0
OLR1	upregulated	missing	missing	missing	1	0
OMA1	upregulated	missing	upregulated	missing	2	0
OMG	missing	missing	missing	downregulated	0	1
OMP	missing	missing	downregulated	missing	0	1
ONECUT2	downregulated	missing	missing	missing	0	1
OPALIN	downregulated	missing	downregulated	missing	0	2
OPCML-IT2	downregulated	missing	missing	downregulated	0	2
OPLAH	missing	missing	upregulated	missing	1	0
OPN4	missing	missing	missing	downregulated	0	1
OPRK1	missing	missing	missing	downregulated	0	1
OPRL1	missing	missing	upregulated	missing	1	0
OR1F1	downregulated	missing	missing	missing	0	1
OR2W3	missing	missing	missing	downregulated	0	1
OR6W1P	upregulated	missing	missing	missing	1	0
OR7A5	missing	missing	missing	upregulated	1	0
OR7C1	missing	missing	missing	upregulated	1	0
ORAI1	missing	missing	missing	upregulated	1	0
ORC3	missing	missing	missing	downregulated	0	1
ORC5	missing	missing	missing	downregulated	0	1
ORC6	missing	missing	missing	downregulated	0	1
OSBPL10-AS1	missing	missing	downregulated	missing	0	1
OSBPL11	upregulated	missing	missing	missing	1	0
OSBPL6	missing	missing	missing	downregulated	0	1
OSBPL8	missing	missing	upregulated	missing	1	0
OSCP1	downregulated	missing	missing	downregulated	0	2
OSGIN1	upregulated	missing	upregulated	missing	2	0
OSMR-DT	upregulated	missing	missing	missing	1	0
OST4	missing	missing	downregulated	missing	0	1
OSTM1-AS1	downregulated	missing	missing	missing	0	1
OTOF	missing	missing	upregulated	missing	1	0
OTOG	missing	missing	upregulated	missing	1	0
OTOS	upregulated	missing	downregulated	missing	1	1
OTUB1	downregulated	missing	missing	downregulated	0	2
OTUB2	downregulated	missing	missing	missing	0	1
OTUD5	missing	missing	upregulated	missing	1	0
OTUD7B	upregulated	missing	missing	missing	1	0
OTULIN	missing	missing	missing	upregulated	1	0
OTX1	missing	upregulated	missing	missing	1	0
OTX2	downregulated	missing	missing	missing	0	1
OXCT1-AS1	downregulated	missing	missing	downregulated	0	2
OXER1	missing	missing	upregulated	missing	1	0
OXR1-AS1	missing	missing	upregulated	downregulated	1	1
OXSR1	missing	missing	upregulated	missing	1	0
P2RX2	missing	downregulated	upregulated	missing	1	1
P2RX5-TAX1BP3	missing	missing	upregulated	downregulated	1	1
P2RX6	missing	missing	missing	downregulated	0	1
P2RX7	upregulated	missing	missing	missing	1	0
P2RY12	missing	missing	missing	downregulated	0	1
P2RY2	missing	missing	downregulated	missing	0	1
P3H2	missing	missing	missing	upregulated	1	0
P4HA1	upregulated	missing	missing	upregulated	2	0
P4HTM	downregulated	missing	missing	downregulated	0	2
PABPC3	missing	missing	downregulated	missing	0	1
PABPC4L	missing	missing	missing	upregulated	1	0
PABPC5-AS1	missing	missing	downregulated	missing	0	1
PACERR	upregulated	missing	missing	upregulated	2	0
PACSIN1	missing	missing	missing	downregulated	0	1
PADI2	upregulated	missing	upregulated	missing	2	0
PADI4	missing	missing	upregulated	missing	1	0
PAGE4	missing	downregulated	missing	missing	0	1
PAIP2B	missing	missing	upregulated	missing	1	0
PAK4	missing	missing	downregulated	missing	0	1
PAK5	missing	missing	missing	downregulated	0	1
PALD1	upregulated	missing	missing	missing	1	0
PALLD-AS1	upregulated	missing	missing	upregulated	2	0
PALM	missing	missing	upregulated	missing	1	0
PALM3	upregulated	missing	upregulated	upregulated	3	0
PALMD	downregulated	missing	missing	missing	0	1
PAMR1	missing	missing	upregulated	missing	1	0
PANK1-AS1	missing	missing	downregulated	missing	0	1
PANX2	missing	missing	upregulated	missing	1	0
PAPLN-AS1	upregulated	missing	missing	missing	1	0
PAPOLA-DT	missing	missing	missing	upregulated	1	0
PAPPA-AS1	missing	missing	missing	downregulated	0	1
PAPSS2	upregulated	missing	missing	upregulated	2	0
PAQR9-AS1	missing	missing	missing	downregulated	0	1
PARD3B	missing	missing	missing	upregulated	1	0
PARD6A	missing	missing	downregulated	missing	0	1
PARD6B	missing	missing	missing	upregulated	1	0
PARM1-AS1	downregulated	missing	missing	missing	0	1
PARP10	upregulated	missing	missing	missing	1	0
PARP14	upregulated	missing	missing	upregulated	2	0
PARP2	missing	missing	missing	downregulated	0	1
PARVG	upregulated	missing	missing	missing	1	0
PATE2	missing	missing	upregulated	missing	1	0
PATL1-DT	missing	missing	missing	upregulated	1	0
PAUPAR	missing	missing	upregulated	missing	1	0
PAWR	missing	missing	missing	upregulated	1	0
PAX2	missing	missing	upregulated	missing	1	0
PAXBP1-AS1	missing	missing	missing	upregulated	1	0
PBX4	missing	missing	upregulated	missing	1	0
PBXIP1	missing	missing	upregulated	missing	1	0
PCAT19	upregulated	missing	missing	missing	1	0
PCCB	missing	missing	missing	downregulated	0	1
PCDH1	downregulated	missing	upregulated	missing	1	1
PCDH10	downregulated	missing	missing	missing	0	1
PCDH11X	missing	missing	downregulated	missing	0	1
PCDH18	upregulated	missing	missing	upregulated	2	0
PCDH20	downregulated	missing	missing	missing	0	1
PCDH7	downregulated	missing	missing	downregulated	0	2
PCDH8	downregulated	missing	missing	downregulated	0	2
PCDHA10	missing	missing	upregulated	missing	1	0
PCDHA@	downregulated	missing	missing	downregulated	0	2
PCDHAC1	missing	missing	missing	downregulated	0	1
PCDHAC2	missing	missing	missing	downregulated	0	1
PCDHB11	downregulated	missing	missing	missing	0	1
PCDHB16	missing	missing	missing	downregulated	0	1
PCDHGA3	missing	missing	downregulated	missing	0	1
PCDHGA7	missing	missing	upregulated	missing	1	0
PCDHGB1	missing	missing	missing	downregulated	0	1
PCDHGB2	missing	missing	upregulated	missing	1	0
PCDHGB4	upregulated	missing	upregulated	missing	2	0
PCDHGB5	missing	missing	downregulated	missing	0	1
PCDHGC4	missing	missing	upregulated	downregulated	1	1
PCDHGC5	missing	missing	missing	downregulated	0	1
PCGF1	missing	missing	upregulated	missing	1	0
PCK1	upregulated	missing	missing	upregulated	2	0
PCK2	missing	missing	upregulated	missing	1	0
PCLO	missing	missing	missing	downregulated	0	1
PCMT1	downregulated	missing	missing	downregulated	0	2
PCMTD2	missing	missing	upregulated	missing	1	0
PCNX2	downregulated	missing	missing	downregulated	0	2
PCNX4	downregulated	missing	missing	missing	0	1
PCNX4-DT	missing	missing	upregulated	missing	1	0
PCOLCE-AS1	missing	missing	downregulated	upregulated	1	1
PCP4L1	missing	missing	missing	downregulated	0	1
PCSK1	missing	missing	missing	downregulated	0	1
PCSK2	downregulated	missing	missing	downregulated	0	2
PCSK6-AS1	upregulated	missing	missing	missing	1	0
PCYOX1L	downregulated	missing	missing	downregulated	0	2
PDCD2L	missing	missing	downregulated	missing	0	1
PDCD6-AHRR	missing	missing	missing	downregulated	0	1
PDE11A-AS1	missing	missing	upregulated	missing	1	0
PDE1A	downregulated	missing	upregulated	downregulated	1	2
PDE1B	missing	missing	missing	downregulated	0	1
PDE1C	missing	missing	downregulated	missing	0	1
PDE2A-AS1	downregulated	missing	missing	downregulated	0	2
PDE4DIP	missing	missing	missing	upregulated	1	0
PDE5A	missing	missing	missing	upregulated	1	0
PDGFDDN	downregulated	missing	missing	missing	0	1
PDHB	downregulated	missing	missing	downregulated	0	2
PDK2	missing	missing	missing	downregulated	0	1
PDLIM1	missing	missing	missing	upregulated	1	0
PDLIM3	missing	missing	upregulated	missing	1	0
PDLIM7-AS1	missing	missing	upregulated	missing	1	0
PDXP-DT	missing	missing	upregulated	missing	1	0
PDYN-AS1	downregulated	missing	missing	downregulated	0	2
PDZD4	missing	missing	upregulated	missing	1	0
PDZD7	missing	missing	missing	downregulated	0	1
PDZRN3-AS1	missing	missing	downregulated	missing	0	1
PEAR1	missing	missing	missing	upregulated	1	0
PEBP1	missing	missing	missing	downregulated	0	1
PEBP4	missing	missing	downregulated	missing	0	1
PECAM1	upregulated	missing	missing	missing	1	0
PEDS1-UBE2V1	missing	missing	downregulated	missing	0	1
PEG10	downregulated	missing	upregulated	missing	1	1
PEG3-AS1	missing	upregulated	missing	missing	1	0
PENK-AS1	downregulated	missing	missing	downregulated	0	2
PER1	upregulated	missing	upregulated	upregulated	3	0
PER2	missing	missing	upregulated	missing	1	0
PERP	missing	missing	missing	upregulated	1	0
PET117	missing	missing	upregulated	missing	1	0
PEX11B	missing	missing	missing	downregulated	0	1
PEX14	missing	missing	missing	downregulated	0	1
PEX16	missing	missing	upregulated	missing	1	0
PF4	missing	missing	missing	upregulated	1	0
PFDN1	missing	missing	upregulated	missing	1	0
PFKFB3	upregulated	missing	upregulated	missing	2	0
PFKL	missing	missing	upregulated	missing	1	0
PFKM	downregulated	missing	missing	downregulated	0	2
PFKP-DT	downregulated	missing	missing	missing	0	1
PFN2-AS1	downregulated	missing	missing	downregulated	0	2
