gene_symbol,gene_id,is_upregulated_in_AD,brain_region,study,quality_assessment
NDUFB6,Entrez ID 84280,FALSE,Cortex tissues,Lee et al.,1.6
SH2D3C,Entrez ID 6000,FALSE,Cortex tissues,Lee et al.,1.6
NDUFB3,Entrez ID 8601,FALSE,Cortex tissues,Lee et al.,1.6
CCDC104,Entrez ID 57698,FALSE,Cortex tissues,Lee et al.,1.6
CLIP3,Entrez ID 100101266,FALSE,Cortex tissues,Lee et al.,1.6
CCT8,Entrez ID 3399,FALSE,Cortex tissues,Lee et al.,1.6
C11orf31,Entrez ID 359948,FALSE,Cortex tissues,Lee et al.,1.6
PPME1,Entrez ID 79716,FALSE,Cortex tissues,Lee et al.,1.6
POLR2K,Entrez ID 6585,FALSE,Cortex tissues,Lee et al.,1.6
PDZD2,Entrez ID 11341,FALSE,Cortex tissues,Lee et al.,1.6
NDUFA4,Entrez ID 4061,FALSE,Cortex tissues,Lee et al.,1.6
COX5A,Entrez ID 6414,FALSE,Cortex tissues,Lee et al.,1.6
VDAC2,Entrez ID 283070,FALSE,Cortex tissues,Lee et al.,1.6
ATP13A2,Entrez ID 114900,FALSE,Cortex tissues,Lee et al.,1.6
FBXO41,Entrez ID 7277,FALSE,Cortex tissues,Lee et al.,1.6
NDUFA8,Entrez ID 83543,FALSE,Cortex tissues,Lee et al.,1.6
GRPEL1,Entrez ID 116238,FALSE,Cortex tissues,Lee et al.,1.6
VDAC3,Entrez ID 1400,FALSE,Cortex tissues,Lee et al.,1.6
PARVB,Entrez ID 54899,FALSE,Cortex tissues,Lee et al.,1.6
AP2S1,Entrez ID 9220,FALSE,Cortex tissues,Lee et al.,1.6
ENGASE,Entrez ID 78997,TRUE,Cortex tissues,Lee et al.,1.6
EML2,Entrez ID 125061,TRUE,Cortex tissues,Lee et al.,1.6
ANKRD12,Entrez ID 10809,TRUE,Cortex tissues,Lee et al.,1.6
KEAP1,Entrez ID 2941,TRUE,Cortex tissues,Lee et al.,1.6
SLC35A4,Entrez ID 9444,TRUE,Cortex tissues,Lee et al.,1.6
QSER1,Entrez ID 3090,TRUE,Cortex tissues,Lee et al.,1.6
PHF15,Entrez ID 64753,TRUE,Cortex tissues,Lee et al.,1.6
ZNF322,Entrez ID 57217,TRUE,Cortex tissues,Lee et al.,1.6
HBP1,Entrez ID 9839,TRUE,Cortex tissues,Lee et al.,1.6
WDR81,Entrez ID 80153,TRUE,Cortex tissues,Lee et al.,1.6
MPRIP,Entrez ID 468,TRUE,Cortex tissues,Lee et al.,1.6
SETD2,Entrez ID 23217,TRUE,Cortex tissues,Lee et al.,1.6
TXNDC5,Entrez ID 10360,TRUE,Cortex tissues,Lee et al.,1.6
ZHX3,Entrez ID 22927,TRUE,Cortex tissues,Lee et al.,1.6
BLOC1S5-TXNDC5,Entrez ID 5580,TRUE,Cortex tissues,Lee et al.,1.6
SPTSSA,Entrez ID 171546,TRUE,Cortex tissues,Lee et al.,1.6
C3orf58,Entrez ID 100303755,TRUE,Cortex tissues,Lee et al.,1.6
FCHSD2,Entrez ID 23149,TRUE,Cortex tissues,Lee et al.,1.6
DDX17,Entrez ID 9201,TRUE,Cortex tissues,Lee et al.,1.6
INPP1,Entrez ID 4482,TRUE,Cortex tissues,Lee et al.,1.6
SRSF6,Entrez ID 5950,TRUE,Cortex tissues,Lee et al.,1.6
ZNF664,Entrez ID 5870,TRUE,Cortex tissues,Lee et al.,1.6
LAMB2,Entrez ID 1785,TRUE,Cortex tissues,Lee et al.,1.6
MDGA1,Entrez ID 57506,TRUE,Cortex tissues,Lee et al.,1.6
DIXDC1,Entrez ID 84991,TRUE,Cortex tissues,Lee et al.,1.6
ELF2,Entrez ID 204851,TRUE,Cortex tissues,Lee et al.,1.6
TRIM44,Entrez ID 27165,TRUE,Cortex tissues,Lee et al.,1.6
NES,Entrez ID 3632,TRUE,Cortex tissues,Lee et al.,1.6
ACER3,Entrez ID 11155,TRUE,Cortex tissues,Lee et al.,1.6
STAG2,Entrez ID 5168,TRUE,Cortex tissues,Lee et al.,1.6
NSRP1,Entrez ID 2057,TRUE,Cortex tissues,Lee et al.,1.6
DUSP7,Entrez ID 4650,TRUE,Cortex tissues,Lee et al.,1.6
DENND5A,Entrez ID 3939,TRUE,Cortex tissues,Lee et al.,1.6
RBM17,Entrez ID 928,TRUE,Cortex tissues,Lee et al.,1.6
GATS,Entrez ID 9138,TRUE,Cortex tissues,Lee et al.,1.6
SH3BP4,Entrez ID 25932,TRUE,Cortex tissues,Lee et al.,1.6
RYK,Entrez ID 10735,TRUE,Cortex tissues,Lee et al.,1.6
NFIB,Entrez ID 4781,TRUE,Cortex tissues,Lee et al.,1.6
ZNF562,Entrez ID 4582,TRUE,Cortex tissues,Lee et al.,1.6
DUSP16,Entrez ID 29118,TRUE,Cortex tissues,Lee et al.,1.6
PPP6R3,Entrez ID 1381,TRUE,Cortex tissues,Lee et al.,1.6
AIDA,Entrez ID 84867,TRUE,Cortex tissues,Lee et al.,1.6
WDR6,Entrez ID 693197,TRUE,Cortex tissues,Lee et al.,1.6
IER2,Entrez ID 10226,TRUE,Cortex tissues,Lee et al.,1.6
BRD4,Entrez ID 27147,TRUE,Cortex tissues,Lee et al.,1.6
SPEN,Entrez ID 1128,TRUE,Cortex tissues,Lee et al.,1.6
ACTN4,Entrez ID 529,TRUE,Cortex tissues,Lee et al.,1.6
VASH1,Entrez ID 9454,TRUE,Cortex tissues,Lee et al.,1.6
ERF,Entrez ID 6275,TRUE,Cortex tissues,Lee et al.,1.6
ARHGEF7,Entrez ID 79152,TRUE,Cortex tissues,Lee et al.,1.6
NME3,Entrez ID 5501,TRUE,Cortex tissues,Lee et al.,1.6
RCC2,Entrez ID 113829,TRUE,Cortex tissues,Lee et al.,1.6
ZBTB44,Entrez ID 80019,TRUE,Cortex tissues,Lee et al.,1.6
NOL8,Entrez ID 2555,TRUE,Cortex tissues,Lee et al.,1.6
MICALL2,Entrez ID 4678,TRUE,Cortex tissues,Lee et al.,1.6
BMI1,Entrez ID 1902,TRUE,Cortex tissues,Lee et al.,1.6
TLN1,Entrez ID 4133,TRUE,Cortex tissues,Lee et al.,1.6
EDC3,Entrez ID 10625,TRUE,Cortex tissues,Lee et al.,1.6
MGAT1,Entrez ID 4885,TRUE,Cortex tissues,Lee et al.,1.6
MED13L,Entrez ID 54715,TRUE,Cortex tissues,Lee et al.,1.6
TRIM8,Entrez ID 84926,TRUE,Cortex tissues,Lee et al.,1.6
CTTNBP2,Entrez ID 22882,TRUE,Cortex tissues,Lee et al.,1.6
SERTAD2,Entrez ID 1821,TRUE,Cortex tissues,Lee et al.,1.6
PTPN21,Entrez ID 84444,TRUE,Cortex tissues,Lee et al.,1.6
MLL,Entrez ID 29106,TRUE,Cortex tissues,Lee et al.,1.6
TARSL2,Entrez ID 3755,TRUE,Cortex tissues,Lee et al.,1.6
ZSCAN29,Entrez ID 9745,TRUE,Cortex tissues,Lee et al.,1.6
NOTCH1,Entrez ID 3316,TRUE,Cortex tissues,Lee et al.,1.6
SPECC1L,Entrez ID 5935,TRUE,Cortex tissues,Lee et al.,1.6
AFF1,Entrez ID 3516,TRUE,Cortex tissues,Lee et al.,1.6
WDR59,Entrez ID 11189,TRUE,Cortex tissues,Lee et al.,1.6
CROCC,Entrez ID 604,TRUE,Cortex tissues,Lee et al.,1.6
ZNF532,Entrez ID 767558,TRUE,Cortex tissues,Lee et al.,1.6
PLCL1,Entrez ID 10435,TRUE,Cortex tissues,Lee et al.,1.6
UBTD1,Entrez ID 3643,TRUE,Cortex tissues,Lee et al.,1.6
FBRS,Entrez ID 5532,TRUE,Cortex tissues,Lee et al.,1.6
TRPM7,Entrez ID 339451,TRUE,Cortex tissues,Lee et al.,1.6
DNM2,Entrez ID 57471,TRUE,Cortex tissues,Lee et al.,1.6
MAP3K2,Entrez ID 7408,TRUE,Cortex tissues,Lee et al.,1.6
STK40,Entrez ID 79155,TRUE,Cortex tissues,Lee et al.,1.6
LRP6,Entrez ID 4040,TRUE,Cortex tissues,Lee et al.,1.6
TAF4,Entrez ID 6236,TRUE,Cortex tissues,Lee et al.,1.6
GPS2,Entrez ID 782,TRUE,Cortex tissues,Lee et al.,1.6
S100PBP,Entrez ID 2323,TRUE,Cortex tissues,Lee et al.,1.6
SYPL1,Entrez ID 50859,TRUE,Cortex tissues,Lee et al.,1.6
FNBP1,Entrez ID 131408,TRUE,Cortex tissues,Lee et al.,1.6
CCDC88A,Entrez ID 23400,TRUE,Cortex tissues,Lee et al.,1.6
LRRC8D,Entrez ID 27077,TRUE,Cortex tissues,Lee et al.,1.6
SORT1,Entrez ID 6277,TRUE,Cortex tissues,Lee et al.,1.6
FAM193B,Entrez ID 93643,TRUE,Cortex tissues,Lee et al.,1.6
ZNF644,Entrez ID 90835,TRUE,Cortex tissues,Lee et al.,1.6
SRRM2,Entrez ID 1410,TRUE,Cortex tissues,Lee et al.,1.6
KIF13A,Entrez ID 3157,TRUE,Cortex tissues,Lee et al.,1.6
OSBPL7,Entrez ID 7857,TRUE,Cortex tissues,Lee et al.,1.6
CLN8,Entrez ID 677766,TRUE,Cortex tissues,Lee et al.,1.6
ATP11A,Entrez ID 4864,TRUE,Cortex tissues,Lee et al.,1.6
MACF1,Entrez ID 407037,TRUE,Cortex tissues,Lee et al.,1.6
IFRD2,Entrez ID 55664,TRUE,Cortex tissues,Lee et al.,1.6
SPECC1,Entrez ID 9322,TRUE,Cortex tissues,Lee et al.,1.6
ARHGAP21,Entrez ID 5575,TRUE,Cortex tissues,Lee et al.,1.6
IFT140,Entrez ID 5571,TRUE,Cortex tissues,Lee et al.,1.6
ZNF3,Entrez ID 81706,TRUE,Cortex tissues,Lee et al.,1.6
PLA2G4C,Entrez ID 23462,TRUE,Cortex tissues,Lee et al.,1.6
CYBASC3,Entrez ID 6495,TRUE,Cortex tissues,Lee et al.,1.6
REPIN1,Entrez ID 280636,TRUE,Cortex tissues,Lee et al.,1.6
DENND2A,Entrez ID 100170841,TRUE,Cortex tissues,Lee et al.,1.6
SLC11A2,Entrez ID 205428,TRUE,Cortex tissues,Lee et al.,1.6
ZSWIM6,Entrez ID 51421,TRUE,Cortex tissues,Lee et al.,1.6
CXXC1,Entrez ID 4303,TRUE,Cortex tissues,Lee et al.,1.6
PRUNE2,Entrez ID 51447,TRUE,Cortex tissues,Lee et al.,1.6
KIAA1551,Entrez ID 23247,TRUE,Cortex tissues,Lee et al.,1.6
ZNF83,Entrez ID 23349,TRUE,Cortex tissues,Lee et al.,1.6
SPAG9,Entrez ID 5250,TRUE,Cortex tissues,Lee et al.,1.6
TRIM41,Entrez ID 134549,TRUE,Cortex tissues,Lee et al.,1.6
MSH6,Entrez ID 84765,TRUE,Cortex tissues,Lee et al.,1.6
FGD4,Entrez ID 84708,TRUE,Cortex tissues,Lee et al.,1.6
ALCAM,Entrez ID 2014,TRUE,Cortex tissues,Lee et al.,1.6
DOCK1,Entrez ID 54997,TRUE,Cortex tissues,Lee et al.,1.6
SPTLC2,Entrez ID 6342,TRUE,Cortex tissues,Lee et al.,1.6
RAB7L1,Entrez ID 23595,TRUE,Cortex tissues,Lee et al.,1.6
PCF11,Entrez ID 85352,TRUE,Cortex tissues,Lee et al.,1.6
LINC00667,Entrez ID 84662,TRUE,Cortex tissues,Lee et al.,1.6
FNIP1,Entrez ID 1960,TRUE,Cortex tissues,Lee et al.,1.6
C10orf32-AS3MT,Entrez ID 349136,TRUE,Cortex tissues,Lee et al.,1.6
NDOR1,Entrez ID 4674,TRUE,Cortex tissues,Lee et al.,1.6
NINJ1,Entrez ID 1841,TRUE,Cortex tissues,Lee et al.,1.6
MSRB3,Entrez ID 7923,TRUE,Cortex tissues,Lee et al.,1.6
MAF,Entrez ID 282991,TRUE,Cortex tissues,Lee et al.,1.6
CFLAR,Entrez ID 10365,TRUE,Cortex tissues,Lee et al.,1.6
RBM14,Entrez ID 8153,TRUE,Cortex tissues,Lee et al.,1.6
PSEN1,Entrez ID 64943,TRUE,Cortex tissues,Lee et al.,1.6
KIAA0355,Entrez ID 9710,TRUE,Cortex tissues,Lee et al.,1.6
BPTF,Entrez ID 50944,TRUE,Cortex tissues,Lee et al.,1.6
ZNF768,Entrez ID 5609,TRUE,Cortex tissues,Lee et al.,1.6
MFI2-AS1,Entrez ID 23097,TRUE,Cortex tissues,Lee et al.,1.6
PTBP1,Entrez ID 6595,TRUE,Cortex tissues,Lee et al.,1.6
SMC5,Entrez ID 2055,TRUE,Cortex tissues,Lee et al.,1.6
P2RX5-TAX1BP3,Entrez ID 147807,TRUE,Cortex tissues,Lee et al.,1.6
BCL9L,Entrez ID 2562,TRUE,Cortex tissues,Lee et al.,1.6
SEMA7A,Entrez ID 51535,TRUE,Cortex tissues,Lee et al.,1.6
PDE7A,Entrez ID 23677,TRUE,Cortex tissues,Lee et al.,1.6
TTC31,Entrez ID 401097,TRUE,Cortex tissues,Lee et al.,1.6
MBD6,Entrez ID 622,TRUE,Cortex tissues,Lee et al.,1.6
S100A6,Entrez ID 80164,TRUE,Cortex tissues,Lee et al.,1.6
AUP1,Entrez ID 693221,TRUE,Cortex tissues,Lee et al.,1.6
FAM181B,Entrez ID 5188,TRUE,Cortex tissues,Lee et al.,1.6
SGPL1,Entrez ID 79726,TRUE,Cortex tissues,Lee et al.,1.6
GPRC5B,Entrez ID 7345,TRUE,Cortex tissues,Lee et al.,1.6
PLEKHB1,Entrez ID 641298,TRUE,Cortex tissues,Lee et al.,1.6
SLC48A1,Entrez ID 56917,TRUE,Cortex tissues,Lee et al.,1.6
SOX12,Entrez ID 345757,TRUE,Cortex tissues,Lee et al.,1.6
PXN,Entrez ID 25875,TRUE,Cortex tissues,Lee et al.,1.6
INPP5A,Entrez ID 11322,TRUE,Cortex tissues,Lee et al.,1.6
GFPT2,Entrez ID 2893,TRUE,Cortex tissues,Lee et al.,1.6
ZNF692,Entrez ID 10645,TRUE,Cortex tissues,Lee et al.,1.6
MAFK,Entrez ID 22895,TRUE,Cortex tissues,Lee et al.,1.6
SDC4,Entrez ID 9804,TRUE,Cortex tissues,Lee et al.,1.6
POU3F3,Entrez ID 115209,TRUE,Cortex tissues,Lee et al.,1.6
TNIP2,Entrez ID 79447,TRUE,Cortex tissues,Lee et al.,1.6
FYCO1,Entrez ID 100529261,TRUE,Cortex tissues,Lee et al.,1.6
ABHD4,Entrez ID 123283,TRUE,Cortex tissues,Lee et al.,1.6
CREBBP,Entrez ID 116985,TRUE,Cortex tissues,Lee et al.,1.6
PKD2,Entrez ID 6579,TRUE,Cortex tissues,Lee et al.,1.6
KPTN,Entrez ID 158471,TRUE,Cortex tissues,Lee et al.,1.6
SMAD9,Entrez ID 3631,TRUE,Cortex tissues,Lee et al.,1.6
ELMOD3,Entrez ID 5789,TRUE,Cortex tissues,Lee et al.,1.6
PTPRD,Entrez ID 10368,TRUE,Cortex tissues,Lee et al.,1.6
SLC22A15,Entrez ID 1325,TRUE,Cortex tissues,Lee et al.,1.6
BBX,Entrez ID 23108,TRUE,Cortex tissues,Lee et al.,1.6
SLC6A8,Entrez ID 11075,TRUE,Cortex tissues,Lee et al.,1.6
ARHGAP23,Entrez ID 7169,TRUE,Cortex tissues,Lee et al.,1.6
UBTD2,Entrez ID 145270,TRUE,Cortex tissues,Lee et al.,1.6
ZIC2,Entrez ID 55291,TRUE,Cortex tissues,Lee et al.,1.6
RDX,Entrez ID 25861,TRUE,Cortex tissues,Lee et al.,1.6
ZHX2,Entrez ID 54758,TRUE,Cortex tissues,Lee et al.,1.6
RNPEPL1,Entrez ID 5187,TRUE,Cortex tissues,Lee et al.,1.6
RHOQ,Entrez ID 79762,TRUE,Cortex tissues,Lee et al.,1.6
ZNF318,Entrez ID 23037,TRUE,Cortex tissues,Lee et al.,1.6
ZNF24,Entrez ID 10215,TRUE,Cortex tissues,Lee et al.,1.6
USP40,Entrez ID 440270,TRUE,Cortex tissues,Lee et al.,1.6
ARHGEF40,Entrez ID 7480,TRUE,Cortex tissues,Lee et al.,1.6
LRCH4,Entrez ID 28957,TRUE,Cortex tissues,Lee et al.,1.6
PTTG1IP,Entrez ID 374875,TRUE,Cortex tissues,Lee et al.,1.6
FBXL7,Entrez ID 30820,TRUE,Cortex tissues,Lee et al.,1.6
DNALI1,Entrez ID 55357,TRUE,Cortex tissues,Lee et al.,1.6
TTLL4,Entrez ID 9088,TRUE,Cortex tissues,Lee et al.,1.6
KIF5B,Entrez ID 374887,TRUE,Cortex tissues,Lee et al.,1.6
TOB2,Entrez ID 8502,TRUE,Cortex tissues,Lee et al.,1.6
MDM2,Entrez ID 3728,TRUE,Cortex tissues,Lee et al.,1.6
FBN1,Entrez ID 6863,TRUE,Cortex tissues,Lee et al.,1.6
TBX2,Entrez ID 27065,TRUE,Cortex tissues,Lee et al.,1.6
CEBPD,Entrez ID 752,TRUE,Cortex tissues,Lee et al.,1.6
TP53I13,Entrez ID 7043,TRUE,Cortex tissues,Lee et al.,1.6
RICTOR,Entrez ID 54332,TRUE,Cortex tissues,Lee et al.,1.6
LPP,Entrez ID 6921,TRUE,Cortex tissues,Lee et al.,1.6
RIF1,Entrez ID 23013,TRUE,Cortex tissues,Lee et al.,1.6
NCKAP5L,Entrez ID 57180,TRUE,Cortex tissues,Lee et al.,1.6
MAT2A,Entrez ID 516,TRUE,Cortex tissues,Lee et al.,1.6
VAMP3,Entrez ID 25814,TRUE,Cortex tissues,Lee et al.,1.6
PER1,Entrez ID 29956,TRUE,Cortex tissues,Lee et al.,1.6
TTC7A,Entrez ID 4595,TRUE,Cortex tissues,Lee et al.,1.6
TBC1D2B,Entrez ID 124997,TRUE,Cortex tissues,Lee et al.,1.6
MAMDC4,Entrez ID 1662,TRUE,Cortex tissues,Lee et al.,1.6
POMT2,Entrez ID 139341,TRUE,Cortex tissues,Lee et al.,1.6
PCED1A,Entrez ID 8799,TRUE,Cortex tissues,Lee et al.,1.6
DTNA,Entrez ID 5354,TRUE,Cortex tissues,Lee et al.,1.6
PPP2R1B,Entrez ID 1848,TRUE,Cortex tissues,Lee et al.,1.6
EP300,Entrez ID 83394,TRUE,Cortex tissues,Lee et al.,1.6
CAB39L,Entrez ID 83700,TRUE,Cortex tissues,Lee et al.,1.6
FBXW4,Entrez ID 7386,TRUE,Cortex tissues,Lee et al.,1.6
DSEL,Entrez ID 1947,TRUE,Cortex tissues,Lee et al.,1.6
PLEKHH3,Entrez ID 51559,TRUE,Cortex tissues,Lee et al.,1.6
KLHL32,Entrez ID 654790,TRUE,Cortex tissues,Lee et al.,1.6
MYO18A,Entrez ID 23710,TRUE,Cortex tissues,Lee et al.,1.6
KLHL5,Entrez ID 11180,TRUE,Cortex tissues,Lee et al.,1.6
ZNF490,Entrez ID 2027,TRUE,Cortex tissues,Lee et al.,1.6
ENKD1,Entrez ID 84081,TRUE,Cortex tissues,Lee et al.,1.6
GSDMD,Entrez ID 7075,TRUE,Cortex tissues,Lee et al.,1.6
NFIA,Entrez ID 54946,TRUE,Cortex tissues,Lee et al.,1.6
ZNF853,Entrez ID 57593,TRUE,Cortex tissues,Lee et al.,1.6
CRTC2,Entrez ID 11133,TRUE,Cortex tissues,Lee et al.,1.6
RRNAD1,Entrez ID 6299,TRUE,Cortex tissues,Lee et al.,1.6
KLHL24,Entrez ID 115584,TRUE,Cortex tissues,Lee et al.,1.6
INPPL1,Entrez ID 4000,TRUE,Cortex tissues,Lee et al.,1.6
ARID3B,Entrez ID 5021,TRUE,Cortex tissues,Lee et al.,1.6
RNF144A,Entrez ID 4712,TRUE,Cortex tissues,Lee et al.,1.6
PACS2,Entrez ID 1936,TRUE,Cortex tissues,Lee et al.,1.6
C18orf8,Entrez ID 104,TRUE,Cortex tissues,Lee et al.,1.6
INSR,Entrez ID 90113,TRUE,Cortex tissues,Lee et al.,1.6
ATF4,Entrez ID 10383,TRUE,Cortex tissues,Lee et al.,1.6
PHF21A,Entrez ID 55800,TRUE,Cortex tissues,Lee et al.,1.6
TJP1,Entrez ID 81,TRUE,Cortex tissues,Lee et al.,1.6
FAM105B,Entrez ID 79623,TRUE,Cortex tissues,Lee et al.,1.6
ZNHIT6,Entrez ID 55630,TRUE,Cortex tissues,Lee et al.,1.6
ANKRD13A,Entrez ID 4756,TRUE,Cortex tissues,Lee et al.,1.6
MEF2BNB-MEF2B,Entrez ID 55063,TRUE,Cortex tissues,Lee et al.,1.6
CNNM3,Entrez ID 902,TRUE,Cortex tissues,Lee et al.,1.6
LRP5,Entrez ID 117154,TRUE,Cortex tissues,Lee et al.,1.6
ACACB,Entrez ID 22999,TRUE,Cortex tissues,Lee et al.,1.6
TRABD,Entrez ID 285533,TRUE,Cortex tissues,Lee et al.,1.6
NCAM1,Entrez ID 64077,TRUE,Cortex tissues,Lee et al.,1.6
DTYMK,Entrez ID 57674,TRUE,Cortex tissues,Lee et al.,1.6
WIPF1,Entrez ID 57576,TRUE,Cortex tissues,Lee et al.,1.6
C1orf56,Entrez ID 6715,TRUE,Cortex tissues,Lee et al.,1.6
MIR100HG,Entrez ID 54540,TRUE,Cortex tissues,Lee et al.,1.6
JUP,Entrez ID 5996,TRUE,Cortex tissues,Lee et al.,1.6
ZBTB12,Entrez ID 399473,TRUE,Cortex tissues,Lee et al.,1.6
TMX1,Entrez ID 90362,TRUE,Cortex tissues,Lee et al.,1.6
CSRNP1,Entrez ID 221424,TRUE,Cortex tissues,Lee et al.,1.6
MYO15B,Entrez ID 4296,TRUE,Cortex tissues,Lee et al.,1.6
METRN,Entrez ID 358,TRUE,Cortex tissues,Lee et al.,1.6
PHF19,Entrez ID 57333,TRUE,Cortex tissues,Lee et al.,1.6
STX10,Entrez ID 6833,TRUE,Cortex tissues,Lee et al.,1.6
TINAGL1,Entrez ID 2257,TRUE,Cortex tissues,Lee et al.,1.6
COBL,Entrez ID 79012,TRUE,Cortex tissues,Lee et al.,1.6
AFMID,Entrez ID 286204,TRUE,Cortex tissues,Lee et al.,1.6
TRIM65,Entrez ID 51046,TRUE,Cortex tissues,Lee et al.,1.6
OLIG2,Entrez ID 90271,TRUE,Cortex tissues,Lee et al.,1.6
HIP1R,Entrez ID 653784,TRUE,Cortex tissues,Lee et al.,1.6
REST,Entrez ID 362,TRUE,Cortex tissues,Lee et al.,1.6
MGC27345,Entrez ID 56267,TRUE,Cortex tissues,Lee et al.,1.6
EPOR,Entrez ID 100192386,TRUE,Cortex tissues,Lee et al.,1.6
AP4E1,Entrez ID 2357,TRUE,Cortex tissues,Lee et al.,1.6
DALRD3,Entrez ID 78986,TRUE,Cortex tissues,Lee et al.,1.6
EHMT1,Entrez ID 26030,TRUE,Cortex tissues,Lee et al.,1.6
KIAA0556,Entrez ID 196394,TRUE,Cortex tissues,Lee et al.,1.6
MYLIP,Entrez ID 10718,TRUE,Cortex tissues,Lee et al.,1.6
RGCC,Entrez ID 23096,TRUE,Cortex tissues,Lee et al.,1.6
NIPBL,Entrez ID 23336,TRUE,Cortex tissues,Lee et al.,1.6
LOC100506060,Entrez ID 78991,TRUE,Cortex tissues,Lee et al.,1.6
MXI1,Entrez ID 84445,TRUE,Cortex tissues,Lee et al.,1.6
ARHGEF1,Entrez ID 10361,TRUE,Cortex tissues,Lee et al.,1.6
TIAL1,Entrez ID 100131825,TRUE,Cortex tissues,Lee et al.,1.6
ZFHX3,Entrez ID 463,TRUE,Cortex tissues,Lee et al.,1.6
SDCCAG3,Entrez ID 645426,TRUE,Cortex tissues,Lee et al.,1.6
TRAF4,Entrez ID 800,TRUE,Cortex tissues,Lee et al.,1.6
KAZN,Entrez ID 6744,TRUE,Cortex tissues,Lee et al.,1.6
NEO1,Entrez ID 6712,TRUE,Cortex tissues,Lee et al.,1.6
TESK2,Entrez ID 79789,TRUE,Cortex tissues,Lee et al.,1.6
VAT1,Entrez ID 9645,TRUE,Cortex tissues,Lee et al.,1.6
L2HGDH,Entrez ID 7050,TRUE,Cortex tissues,Lee et al.,1.6
SLC7A5,Entrez ID 11332,TRUE,Cortex tissues,Lee et al.,1.6
GLT25D2,Entrez ID 64344,TRUE,Cortex tissues,Lee et al.,1.6
LOC100216546,Entrez ID 3977,TRUE,Cortex tissues,Lee et al.,1.6
SOCS6,Entrez ID 7477,TRUE,Cortex tissues,Lee et al.,1.6
NDRG1,Entrez ID 885,TRUE,Cortex tissues,Lee et al.,1.6
AKT3,Entrez ID 4242,TRUE,Cortex tissues,Lee et al.,1.6
PIGM,Entrez ID 60686,TRUE,Cortex tissues,Lee et al.,1.6
ATG16L2,Entrez ID 51043,TRUE,Cortex tissues,Lee et al.,1.6
MTSS1L,Entrez ID 100133991,TRUE,Cortex tissues,Lee et al.,1.6
FLNA,Entrez ID 5297,TRUE,Cortex tissues,Lee et al.,1.6
SAMD1,Entrez ID 9781,TRUE,Cortex tissues,Lee et al.,1.6
UTP20,Entrez ID 1506,TRUE,Cortex tissues,Lee et al.,1.6
KIAA1199,Entrez ID 23304,TRUE,Cortex tissues,Lee et al.,1.6
SPATA13,Entrez ID 2892,TRUE,Cortex tissues,Lee et al.,1.6
LHPP,Entrez ID 60680,TRUE,Cortex tissues,Lee et al.,1.6
XPNPEP3,Entrez ID 260293,TRUE,Cortex tissues,Lee et al.,1.6
ENAH,Entrez ID 26519,TRUE,Cortex tissues,Lee et al.,1.6
SIRT2,Entrez ID 58526,TRUE,Cortex tissues,Lee et al.,1.6
TAL1,Entrez ID 100873989,TRUE,Cortex tissues,Lee et al.,1.6
WASF2,Entrez ID 2281,TRUE,Cortex tissues,Lee et al.,1.6
CREB3L2,Entrez ID 123016,TRUE,Cortex tissues,Lee et al.,1.6
CCDC69,Entrez ID 645811,TRUE,Cortex tissues,Lee et al.,1.6
PLCD3,Entrez ID 998,TRUE,Cortex tissues,Lee et al.,1.6
CEP350,Entrez ID 55544,TRUE,Cortex tissues,Lee et al.,1.6
ZNF488,Entrez ID 29954,TRUE,Cortex tissues,Lee et al.,1.6
ARHGAP22,Entrez ID 4327,TRUE,Cortex tissues,Lee et al.,1.6
MEIS1,Entrez ID 285527,TRUE,Cortex tissues,Lee et al.,1.6
LIPA,Entrez ID 56924,TRUE,Cortex tissues,Lee et al.,1.6
USP31,Entrez ID 54843,TRUE,Cortex tissues,Lee et al.,1.6
BCL6,Entrez ID 5058,TRUE,Cortex tissues,Lee et al.,1.6
CDK6,Entrez ID 7716,TRUE,Cortex tissues,Lee et al.,1.6
IFRD1,Entrez ID 2890,TRUE,Cortex tissues,Lee et al.,1.6
GLIS2,Entrez ID 10325,TRUE,Cortex tissues,Lee et al.,1.6
TMEM64,Entrez ID 644656,TRUE,Cortex tissues,Lee et al.,1.6
POLH,Entrez ID 2033,TRUE,Cortex tissues,Lee et al.,1.6
IRAK4,Entrez ID 284454,TRUE,Cortex tissues,Lee et al.,1.6
EPC1,Entrez ID 25959,TRUE,Cortex tissues,Lee et al.,1.6
HSPBAP1,Entrez ID 348801,TRUE,Cortex tissues,Lee et al.,1.6
NFIC,Entrez ID 130733,TRUE,Cortex tissues,Lee et al.,1.6
SLC12A7,Entrez ID 51114,TRUE,Cortex tissues,Lee et al.,1.6
PPP1CC,Entrez ID 23499,TRUE,Cortex tissues,Lee et al.,1.6
NPHP3-ACAD11,Entrez ID 93622,TRUE,Cortex tissues,Lee et al.,1.6
MEX3C,Entrez ID 114902,TRUE,Cortex tissues,Lee et al.,1.6
EEF1D,Entrez ID 26811,TRUE,Cortex tissues,Lee et al.,1.6
PAGR1,Entrez ID 2316,TRUE,Cortex tissues,Lee et al.,1.6
AEN,Entrez ID 3912,TRUE,Cortex tissues,Lee et al.,1.6
TSC22D4,Entrez ID 26471,TRUE,Cortex tissues,Lee et al.,1.6
PLAGL2,Entrez ID 7456,TRUE,Cortex tissues,Lee et al.,1.6
