chr	gene_id	gene_symbol	P-value	Zscore	Direction	regulation	heterogeneity_I_squared	heterogeneity_Chi_squared	heterogeneity_degrees_of_freedom_squared	heterogeneity_P-value
12	ENSG00000166211	SPIC	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
11	ENSG00000188691	OR56A5	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000213654	GPSM3	0.01674	2.392	0++	Not differentially expressed	5.8	2.122	2	0.3461
X	ENSG00000214992	AKAP17BP	0.9798	0.025	0-+	Not differentially expressed	0.0	0.013	2	0.9937
11	ENSG00000181273	OR5AK2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
12	ENSG00000110888	CAPRIN2	0.05872	-1.89	-+-	Not differentially expressed	53.8	4.331	2	0.1147
3	ENSG00000227707	SDAD1P3	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000237268	AC092447.7	0.1209	1.551	++-	Not differentially expressed	58.7	4.838	2	0.08902
11	ENSG00000149806	FAU	0.7399	0.332	+-+	Not differentially expressed	46.2	3.716	2	0.156
12	ENSG00000270926	AC008013.3	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000244193	AC008040.4	0.6035	0.519	00+	Not differentially expressed	0.0	0.308	2	0.8573
12	ENSG00000165714	BORCS5	0.05436	-1.924	---	Not differentially expressed	0.0	0.881	2	0.6438
9	ENSG00000236796	AL157884.3	0.6361	0.473	0++	Not differentially expressed	0.0	0.085	2	0.9582
16	ENSG00000033011	ALG1	0.05935	-1.886	---	Not differentially expressed	0.0	0.219	2	0.8961
6	ENSG00000204531	POU5F1	0.2844	1.071	+++	Not differentially expressed	0.0	0.83	2	0.6603
13	ENSG00000214455	RCN1P2	0.457	0.744	++-	Not differentially expressed	0.0	1.416	2	0.4925
17	ENSG00000262519	TXNP4	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
X	ENSG00000227493	AC239367.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000179262	RAD23A	0.559	-0.584	+--	Not differentially expressed	76.2	8.388	2	0.01509
1	ENSG00000158022	TRIM63	0.6667	-0.431	0+-	Not differentially expressed	0.0	1.142	2	0.5648
10	ENSG00000122882	ECD	0.03561	-2.101	---	Not differentially expressed	43.8	3.561	2	0.1686
2	ENSG00000172071	EIF2AK3	0.2045	-1.269	--+	Not differentially expressed	25.7	2.691	2	0.2605
12	ENSG00000111186	WNT5B	0.4199	-0.807	---	Not differentially expressed	0.0	1.026	2	0.5988
3	ENSG00000201210	RNA5SP139	0.8685	-0.166	00-	Not differentially expressed	0.0	0.031	2	0.9845
8	ENSG00000253581	AC105031.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
4	ENSG00000170088	TMEM192	0.0418	-2.035	---	Not differentially expressed	0.0	0.838	2	0.6576
X	ENSG00000230889	SHC1P1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
8	ENSG00000253667	AC100821.1	0.03739	2.081	++-	Not differentially expressed	48.2	3.861	2	0.1451
9	ENSG00000165115	KIF27	0.097	1.66	+++	Not differentially expressed	36.8	3.163	2	0.2057
2	ENSG00000144535	DIS3L2	0.5416	0.61	++-	Not differentially expressed	51.2	4.096	2	0.129
X	ENSG00000236446	CT47B1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000232407	PPIAP70	0.6273	0.486	0+-	Not differentially expressed	0.0	0.926	2	0.6294
8	ENSG00000244113	AC079193.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000271095	BNIP3P28	0.05871	1.89	+++	Not differentially expressed	0.0	1.355	2	0.5078
1	ENSG00000135747	ZNF670-ZNF695	0.6865	0.404	-+-	Not differentially expressed	0.0	1.946	2	0.3779
11	ENSG00000162222	TTC9C	0.003319	-2.937	---	Not differentially expressed	0.0	1.035	2	0.5961
13	ENSG00000182346	DAOA	0.6546	-0.447	0+-	Not differentially expressed	0.0	0.846	2	0.655
15	ENSG00000259770	AC015871.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000229165	GDI2P1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
11	ENSG00000254800	AP006587.2	0.8535	0.185	00+	Not differentially expressed	0.0	0.039	2	0.9807
5	ENSG00000254351	ARL2BPP5	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
5	ENSG00000182132	KCNIP1	0.01886	-2.348	---	Not differentially expressed	33.7	3.016	2	0.2214
2	ENSG00000162869	PPP1R21	0.1519	-1.433	---	Not differentially expressed	7.9	2.172	2	0.3375
19	ENSG00000249987	RPS4XP20	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
15	ENSG00000140521	POLG	0.08182	1.74	+++	Not differentially expressed	0.0	0.317	2	0.8536
Y	ENSG00000183146	PRORY	0.306	1.024	+++	Not differentially expressed	0.0	0.373	2	0.8299
2	ENSG00000211460	TSN	0.06623	-1.837	---	Not differentially expressed	0.0	0.785	2	0.6753
19	ENSG00000269154	BNIP3P13	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
10	ENSG00000078114	NEBL	8.317e-05	3.935	+++	Not differentially expressed	0.0	0.327	2	0.8491
20	ENSG00000125834	STK35	0.2604	1.126	+++	Not differentially expressed	0.0	1.61	2	0.4472
6	ENSG00000219941	KRT18P50	0.9192	0.101	0+0	Not differentially expressed	0.0	0.029	2	0.9857
19	ENSG00000007255	TRAPPC6A	0.159	-1.409	---	Not differentially expressed	0.0	0.583	2	0.7472
14	ENSG00000258491	ZFP64P1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000235258	NDUFB4P6	0.1546	1.424	+++	Not differentially expressed	42.5	3.48	2	0.1755
2	ENSG00000177673	TEX44	0.8699	0.164	00+	Not differentially expressed	0.0	0.031	2	0.9848
19	ENSG00000128011	LRFN1	0.2017	-1.277	+--	Not differentially expressed	0.0	1.879	2	0.3909
10	ENSG00000152457	DCLRE1C	0.7588	0.307	-+-	Not differentially expressed	20.1	2.502	2	0.2862
4	ENSG00000173376	NDNF	0.2648	1.115	+++	Not differentially expressed	0.0	1.555	2	0.4594
5	ENSG00000071539	TRIP13	0.001601	-3.156	---	Not differentially expressed	0.0	0.41	2	0.8147
9	ENSG00000182021	AL591379.1	0.6304	0.481	++-	Not differentially expressed	0.0	1.273	2	0.5291
1	ENSG00000116406	EDEM3	0.14	-1.476	---	Not differentially expressed	0.0	1.581	2	0.4536
5	ENSG00000113296	THBS4	0.05189	1.944	+++	Not differentially expressed	0.0	0.295	2	0.8628
1	ENSG00000187701	OR2T27	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000138032	PPM1B	0.04599	1.995	-++	Not differentially expressed	59.2	4.905	2	0.08609
5	ENSG00000230929	AC099513.1	0.2934	1.051	0++	Not differentially expressed	0.0	0.425	2	0.8086
1	ENSG00000184678	HIST2H2BE	0.01273	2.491	+++	Not differentially expressed	33.1	2.991	2	0.2242
7	ENSG00000181652	ATG9B	0.4889	0.692	++-	Not differentially expressed	18.8	2.462	2	0.292
5	ENSG00000134058	CDK7	0.0003042	-3.612	---	Not differentially expressed	0.0	0.491	2	0.7823
6	ENSG00000124508	BTN2A2	0.1748	1.357	+++	Not differentially expressed	0.0	0.878	2	0.6446
9	ENSG00000228623	ZNF883	0.6324	0.478	+--	Not differentially expressed	32.2	2.948	2	0.229
3	ENSG00000187527	ATP13A5	0.5879	0.542	-++	Not differentially expressed	29.8	2.847	2	0.2409
7	ENSG00000128595	CALU	0.6272	-0.486	+-+	Not differentially expressed	42.1	3.453	2	0.1779
1	ENSG00000273274	ZBTB8B	0.1707	1.37	+++	Not differentially expressed	0.0	0.861	2	0.6501
7	ENSG00000253534	TRBV6-8	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
20	ENSG00000198646	NCOA6	0.04794	1.978	+++	Not differentially expressed	0.0	1.134	2	0.5672
8	ENSG00000183779	ZNF703	0.03801	2.075	+++	Not differentially expressed	0.0	0.652	2	0.7219
22	ENSG00000211670	IGLV3-9	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000105576	TNPO2	0.6224	0.493	+--	Not differentially expressed	37.1	3.178	2	0.2041
8	ENSG00000136573	BLK	0.6731	-0.422	--+	Not differentially expressed	0.0	1.697	2	0.4281
1	ENSG00000196187	TMEM63A	4.296e-05	4.091	+++	Not differentially expressed	45.4	3.661	2	0.1604
5	ENSG00000169067	ACTBL2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
18	ENSG00000178342	KCNG2	0.09651	-1.662	-+-	Not differentially expressed	0.0	1.75	2	0.4168
X	ENSG00000101882	NKAP	0.3882	0.863	+++	Not differentially expressed	0.0	0.618	2	0.7342
X	ENSG00000101846	STS	0.01138	-2.531	---	Not differentially expressed	0.0	0.564	2	0.7541
8	ENSG00000185900	POMK	0.01075	-2.551	---	Not differentially expressed	0.0	1.809	2	0.4047
X	ENSG00000231501	MTND4LP1	0.2506	1.149	00+	Not differentially expressed	0.0	1.506	2	0.4708
5	ENSG00000285868	AC008676.3	0.1846	-1.327	-+-	Not differentially expressed	0.6	2.013	2	0.3656
13	ENSG00000271625	PSMA6P4	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
18	ENSG00000154839	SKA1	0.1129	1.585	+++	Not differentially expressed	0.0	1.634	2	0.4418
3	ENSG00000163681	SLMAP	0.3387	0.957	-++	Not differentially expressed	0.0	0.958	2	0.6195
11	ENSG00000181023	OR56B1	0.981	0.024	0+-	Not differentially expressed	0.0	0.332	2	0.8471
9	ENSG00000241697	TMEFF1	0.00014	-3.808	---	Not differentially expressed	0.0	0.419	2	0.8109
9	ENSG00000224815	AL691447.1	0.9988	0.001	00+	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000265460	AC015910.1	0.1471	1.45	+++	Not differentially expressed	0.0	1.254	2	0.5342
3	ENSG00000251178	OR7E21P	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000241563	CORT	3.267e-07	-5.107	---	Downregulated in AD	0.0	0.037	2	0.9815
16	ENSG00000261528	AC002400.1	0.3652	0.906	++-	Not differentially expressed	61.2	5.158	2	0.07584
19	ENSG00000160410	SHKBP1	0.0003705	3.56	+++	Not differentially expressed	0.0	0.173	2	0.9172
6	ENSG00000182747	SLC35D3	0.6999	-0.385	00-	Not differentially expressed	0.0	0.17	2	0.9187
7	ENSG00000170379	TCAF2	0.1841	1.328	+++	Not differentially expressed	0.0	0.811	2	0.6668
X	ENSG00000147160	AWAT2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000112212	TSPO2	0.08429	1.726	0++	Not differentially expressed	48.2	3.863	2	0.1449
12	ENSG00000199556	RNA5SP361	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000268434	AC011530.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000143376	SNX27	0.01798	2.366	+-+	Not differentially expressed	45.4	3.665	2	0.16
X	ENSG00000196507	TCEAL3	0.6815	-0.41	+--	Not differentially expressed	72.2	7.19	2	0.02746
2	ENSG00000168385	SEPT2	0.3007	1.035	+++	Not differentially expressed	0.0	0.538	2	0.7641
3	ENSG00000198585	NUDT16	0.2492	1.152	+-+	Not differentially expressed	5.1	2.108	2	0.3485
16	ENSG00000124067	SLC12A4	0.0001963	3.724	+++	Not differentially expressed	0.0	1.082	2	0.5823
15	ENSG00000239465	AC090543.1	0.3154	1.004	0+-	Not differentially expressed	33.8	3.023	2	0.2206
3	ENSG00000177463	NR2C2	0.528	-0.631	++-	Not differentially expressed	0.0	1.107	2	0.5749
12	ENSG00000111452	ADGRD1	0.0008271	3.344	+++	Not differentially expressed	0.0	0.063	2	0.9691
17	ENSG00000129226	CD68	0.006679	2.712	+++	Not differentially expressed	0.0	1.818	2	0.4029
6	ENSG00000220069	RPL7P27	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000105948	TTC26	0.9291	0.089	-+-	Not differentially expressed	31.3	2.91	2	0.2334
11	ENSG00000249255	PGAM1P9	0.9203	0.1	-+-	Not differentially expressed	18.1	2.441	2	0.2951
9	ENSG00000165204	OR1K1	0.2605	-1.125	0+-	Not differentially expressed	0.2	2.003	2	0.3673
1	ENSG00000057757	PITHD1	0.0009904	-3.293	---	Not differentially expressed	0.0	0.049	2	0.9758
7	ENSG00000158467	AHCYL2	0.0006113	3.427	+++	Not differentially expressed	0.0	0.184	2	0.9122
X	ENSG00000234466	AL590240.2	0.1652	1.388	+++	Not differentially expressed	0.0	0.707	2	0.7021
20	ENSG00000124145	SDC4	0.3403	0.954	+++	Not differentially expressed	0.0	0.239	2	0.8875
19	ENSG00000268101	CYP2G2P	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000158793	NIT1	0.003211	-2.947	---	Not differentially expressed	0.0	1.89	2	0.3886
1	ENSG00000232134	RPS15AP12	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000224940	PRRT4	0.5979	0.527	++-	Not differentially expressed	77.5	8.893	2	0.01172
12	ENSG00000135457	TFCP2	0.003784	-2.896	---	Not differentially expressed	0.0	1.352	2	0.5085
7	ENSG00000146966	DENND2A	4.352e-06	4.594	+++	Not differentially expressed	42.0	3.448	2	0.1784
14	ENSG00000182107	TMEM30B	0.1059	1.617	+++	Not differentially expressed	22.6	2.584	2	0.2747
X	ENSG00000268350	FAM156A	0.2099	-1.254	++-	Not differentially expressed	65.0	5.709	2	0.05759
13	ENSG00000152192	POU4F1	0.662	0.437	0++	Not differentially expressed	0.0	0.42	2	0.8105
4	ENSG00000205794	AC098591.1	0.3238	0.987	+++	Not differentially expressed	0.0	1.303	2	0.5211
10	ENSG00000226016	RPL36AP55	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
X	ENSG00000228922	AC234771.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
22	ENSG00000224806	ARL5AP4	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000241143	RPL32P9	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000266931	AC092651.2	0.5544	0.591	0+0	Not differentially expressed	0.0	0.979	2	0.6129
18	ENSG00000266984	POLR3GP2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000127955	GNAI1	0.1675	-1.38	---	Not differentially expressed	0.0	0.063	2	0.9688
22	ENSG00000100379	KCTD17	0.02991	-2.171	---	Not differentially expressed	0.0	0.94	2	0.625
4	ENSG00000250844	USP17L18	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000150337	FCGR1A	0.6778	-0.416	---	Not differentially expressed	0.0	0.005	2	0.9974
10	ENSG00000052749	RRP12	0.5214	0.641	+++	Not differentially expressed	0.0	0.864	2	0.6493
2	ENSG00000233159	AC007390.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000229349	ACTG1P9	0.1868	1.32	+++	Not differentially expressed	1.4	2.029	2	0.3626
4	ENSG00000088926	F11	0.4529	-0.751	0--	Not differentially expressed	0.0	1.241	2	0.5376
7	ENSG00000122643	NT5C3A	0.008602	-2.627	---	Not differentially expressed	0.0	0.737	2	0.6917
7	ENSG00000197008	ZNF138	0.01016	-2.57	---	Not differentially expressed	0.0	1.685	2	0.4306
7	ENSG00000253293	HOXA10	0.2582	-1.131	00-	Not differentially expressed	0.0	1.459	2	0.4821
11	ENSG00000185885	IFITM1	0.01359	2.468	+++	Not differentially expressed	0.0	1.12	2	0.5713
19	ENSG00000268892	AC010620.1	0.2812	-1.078	00-	Not differentially expressed	0.0	1.326	2	0.5154
17	ENSG00000213939	AC091153.1	0.9623	-0.047	00-	Not differentially expressed	0.0	0.003	2	0.9987
2	ENSG00000223816	IGKV1OR2-2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
15	ENSG00000183060	LYSMD4	0.3088	-1.018	-+-	Not differentially expressed	12.0	2.274	2	0.3208
6	ENSG00000277443	MARCKS	0.1751	-1.356	+--	Not differentially expressed	0.0	1.397	2	0.4974
1	ENSG00000198715	GLMP	0.4557	0.746	++-	Not differentially expressed	54.3	4.373	2	0.1123
1	ENSG00000134258	VTCN1	0.4157	0.814	0+-	Not differentially expressed	31.5	2.918	2	0.2325
1	ENSG00000213033	AURKAP1	0.6541	0.448	+++	Not differentially expressed	0.0	0.326	2	0.8495
5	ENSG00000120322	PCDHB8	0.02727	2.208	+++	Not differentially expressed	0.0	0.396	2	0.8203
17	ENSG00000167419	LPO	0.5382	-0.616	-+-	Not differentially expressed	0.0	0.588	2	0.7454
19	ENSG00000161031	PGLYRP2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
22	ENSG00000285404	Z82190.2	0.7484	-0.321	0-0	Not differentially expressed	0.0	0.288	2	0.8658
2	ENSG00000205639	MFSD2B	0.6869	0.403	++-	Not differentially expressed	0.0	1.47	2	0.4794
11	ENSG00000239470	AC011979.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
22	ENSG00000175329	ISX	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000163673	DCLK3	1.245e-05	-4.37	---	Not differentially expressed	53.0	4.254	2	0.1192
17	ENSG00000131096	PYY	0.6288	-0.483	0+-	Not differentially expressed	58.1	4.768	2	0.09218
14	ENSG00000257307	AL162311.2	0.3673	0.902	0++	Not differentially expressed	0.0	1.142	2	0.5649
17	ENSG00000132388	UBE2G1	0.7481	-0.321	+--	Not differentially expressed	0.0	0.508	2	0.7758
15	ENSG00000259993	AC135731.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000206561	COLQ	0.1546	-1.423	++-	Not differentially expressed	78.8	9.42	2	0.009006
2	ENSG00000072135	PTPN18	0.5565	0.588	++-	Not differentially expressed	77.3	8.822	2	0.01214
19	ENSG00000142233	NTN5	0.6334	0.477	++-	Not differentially expressed	0.0	0.95	2	0.6217
4	ENSG00000250712	AC106872.9	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
X	ENSG00000102181	CD99L2	0.01142	-2.529	---	Not differentially expressed	0.0	0.392	2	0.8222
17	ENSG00000170037	CNTROB	0.009678	2.587	+++	Not differentially expressed	1.1	2.023	2	0.3638
1	ENSG00000116748	AMPD1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000241911	TRBVB	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000152954	NRSN1	0.3947	-0.851	+--	Not differentially expressed	83.3	11.981	2	0.002502
3	ENSG00000121807	CCR2	0.5936	0.534	0++	Not differentially expressed	0.0	0.388	2	0.8238
1	ENSG00000127054	INTS11	0.08565	1.719	+++	Not differentially expressed	0.0	1.528	2	0.4658
1	ENSG00000169242	EFNA1	0.01048	2.559	+++	Not differentially expressed	0.0	0.166	2	0.9202
7	ENSG00000271064	AC027644.2	0.7748	-0.286	-+-	Not differentially expressed	0.0	1.363	2	0.5059
6	ENSG00000085511	MAP3K4	0.1387	-1.481	---	Not differentially expressed	0.0	0.035	2	0.9825
10	ENSG00000099204	ABLIM1	0.0003857	3.55	+++	Not differentially expressed	6.0	2.128	2	0.3452
11	ENSG00000254748	HNRNPCP8	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000224683	RPL36AP29	0.4074	0.829	0++	Not differentially expressed	0.0	0.541	2	0.7628
15	ENSG00000188467	SLC24A5	0.7413	-0.33	0--	Not differentially expressed	0.0	0.045	2	0.978
6	ENSG00000216347	RPL10P10	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
14	ENSG00000140044	JDP2	0.03802	2.075	+++	Not differentially expressed	0.0	1.032	2	0.5968
14	ENSG00000197776	KLHDC1	0.2599	-1.127	---	Not differentially expressed	33.4	3.003	2	0.2228
11	ENSG00000254684	AP002803.1	0.585	-0.546	00-	Not differentially expressed	0.0	0.34	2	0.8435
21	ENSG00000141956	PRDM15	0.3443	0.946	+++	Not differentially expressed	0.0	1.448	2	0.4849
10	ENSG00000226937	CEP164P1	0.3766	0.884	-+-	Not differentially expressed	56.7	4.618	2	0.09935
10	ENSG00000173915	ATP5MD	0.001159	-3.249	---	Not differentially expressed	0.0	1.543	2	0.4622
6	ENSG00000285401	AL109897.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
X	ENSG00000236737	GAGE12B	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
11	ENSG00000110700	RPS13	0.7198	0.359	+-+	Not differentially expressed	0.0	0.673	2	0.7143
19	ENSG00000197540	GZMM	0.0227	2.279	0++	Not differentially expressed	8.4	2.184	2	0.3355
2	ENSG00000080293	SCTR	0.3951	-0.85	-+-	Not differentially expressed	31.5	2.918	2	0.2324
2	ENSG00000144401	METTL21A	0.7635	0.301	-++	Not differentially expressed	0.0	1.674	2	0.433
5	ENSG00000251374	AC010598.1	0.2628	1.12	00+	Not differentially expressed	0.0	1.431	2	0.4888
17	ENSG00000264663	KRT8P34	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000154451	GBP5	0.06512	1.844	+++	Not differentially expressed	39.8	3.322	2	0.1899
19	ENSG00000167613	LAIR1	0.6775	0.416	++-	Not differentially expressed	0.0	0.95	2	0.6218
X	ENSG00000171405	XAGE5	0.5602	0.583	0++	Not differentially expressed	0.0	0.503	2	0.7777
18	ENSG00000134755	DSC2	0.3077	1.02	+++	Not differentially expressed	0.0	0.927	2	0.6292
1	ENSG00000283580	AC098484.3	0.191	-1.308	--+	Not differentially expressed	34.6	3.057	2	0.2169
17	ENSG00000198242	RPL23A	0.5303	0.628	--+	Not differentially expressed	0.0	1.98	2	0.3716
4	ENSG00000081051	AFP	0.6908	-0.398	00-	Not differentially expressed	0.0	0.181	2	0.9136
2	ENSG00000237194	SNAI1P1	0.8631	0.172	0+-	Not differentially expressed	0.0	0.15	2	0.928
17	ENSG00000179111	HES7	0.1598	1.406	--+	Not differentially expressed	60.1	5.018	2	0.08136
15	ENSG00000259509	AC073941.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
10	ENSG00000120555	SEPT7P9	0.1857	-1.323	-+-	Not differentially expressed	0.0	1.36	2	0.5066
19	ENSG00000249210	GAPDHP38	0.5016	-0.672	00-	Not differentially expressed	0.0	0.516	2	0.7728
15	ENSG00000189227	C15orf61	7.021e-05	-3.976	---	Not differentially expressed	0.0	0.07	2	0.9655
8	ENSG00000253942	AP001330.3	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000214553	LRRC37A11P	0.1282	1.521	+++	Not differentially expressed	0.0	0.752	2	0.6866
5	ENSG00000112852	PCDHB2	0.07712	-1.768	---	Not differentially expressed	0.0	0.623	2	0.7323
17	ENSG00000159224	GIP	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000243659	FO393419.3	0.3528	0.929	+++	Not differentially expressed	0.0	0.6	2	0.741
17	ENSG00000161921	CXCL16	0.0001218	3.842	+++	Not differentially expressed	0.0	1.449	2	0.4845
22	ENSG00000128294	TPST2	0.1535	1.427	+++	Not differentially expressed	0.0	0.961	2	0.6183
21	ENSG00000159212	CLIC6	0.4137	0.817	+++	Not differentially expressed	0.0	0.366	2	0.8326
15	ENSG00000159433	STARD9	0.01029	2.566	+++	Not differentially expressed	0.0	1.439	2	0.487
14	ENSG00000140022	STON2	0.00106	3.274	+++	Not differentially expressed	32.5	2.962	2	0.2274
19	ENSG00000080573	COL5A3	3.868e-05	4.115	+++	Not differentially expressed	50.7	4.056	2	0.1316
18	ENSG00000101670	LIPG	0.2604	1.125	+++	Not differentially expressed	0.0	1.381	2	0.5013
11	ENSG00000149260	CAPN5	0.08011	-1.75	+--	Not differentially expressed	70.9	6.882	2	0.03203
19	ENSG00000118156	ZNF541	0.1401	-1.476	---	Not differentially expressed	0.0	0.884	2	0.6428
1	ENSG00000157911	PEX10	0.5645	0.576	+-+	Not differentially expressed	0.0	0.413	2	0.8135
X	ENSG00000101888	NXT2	0.5353	0.62	--+	Not differentially expressed	55.1	4.457	2	0.1077
X	ENSG00000156313	RPGR	0.07951	1.754	-++	Not differentially expressed	18.4	2.45	2	0.2937
12	ENSG00000167550	RHEBL1	0.0002999	-3.615	---	Not differentially expressed	0.0	0.691	2	0.708
14	ENSG00000092054	MYH7	0.925	0.094	+-+	Not differentially expressed	0.0	0.414	2	0.8132
6	ENSG00000217004	Z97832.1	0.8904	-0.138	00-	Not differentially expressed	0.0	0.022	2	0.9892
X	ENSG00000157625	TAB3	0.6195	-0.496	+--	Not differentially expressed	0.0	1.754	2	0.4161
21	ENSG00000159261	CLDN14	0.3842	0.87	0+-	Not differentially expressed	29.2	2.824	2	0.2436
20	ENSG00000252623	RNA5SP481	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000198028	ZNF560	0.5407	-0.612	00-	Not differentially expressed	0.0	0.427	2	0.8077
7	ENSG00000178234	GALNT11	2.728e-06	-4.69	---	Not differentially expressed	0.0	0.077	2	0.9621
19	ENSG00000186026	ZNF284	0.09399	1.675	+++	Not differentially expressed	0.0	0.011	2	0.9947
19	ENSG00000269014	AC008622.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
