MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction	P-value_bh_adjusted	gene_symbol	ensembl_id	chromosome	start_position	regulation
MCUB|ENSG00000005059	ad	control	687.0	-1.456	0.1453	-+--------+++-	0.32621019677996427	MCUB	ENSG00000005059	4	109560209	Not differentially expressed
N4BP1|ENSG00000102921	ad	control	687.0	0.164	0.87	++-+-++++++-+-	0.9314371602174607	N4BP1	ENSG00000102921	16	48538726	Not differentially expressed
SNAP25|ENSG00000132639	ad	control	687.0	3.238	0.001206	+++++----++-++	0.022576029684601113	SNAP25	ENSG00000132639	20	10172395	Not differentially expressed
NDUFA3|ENSG00000276766	ad	control	687.0	-0.007	0.9948	+++++----+-+-+	0.9977814185814186	NDUFA3	ENSG00000276766	HSCHR19LRC_LRC_I_CTG3_1	77273	Not differentially expressed
ERBIN|ENSG00000112851	ad	control	687.0	-0.901	0.3675	-----++++--+--	0.5697750347168646	ERBIN	ENSG00000112851	5	65883128	Not differentially expressed
TMEM19|ENSG00000139291	ad	control	687.0	0.681	0.4959	++++-++-+++++-	0.677669252756227	TMEM19	ENSG00000139291	12	71686082	Not differentially expressed
SLC27A5|ENSG00000083807	ad	control	687.0	-0.577	0.5639	+-----+++++---	0.731632088877406	SLC27A5	ENSG00000083807	19	58479512	Not differentially expressed
TECPR1|ENSG00000205356	ad	control	687.0	2.123	0.03376	+++-+-----+--+	0.135728903122498	TECPR1	ENSG00000205356	7	98214624	Not differentially expressed
FAT3|ENSG00000165323	ad	control	687.0	0.523	0.601	+++++----++-++	0.7583310292823928	FAT3	ENSG00000165323	11	92224818	Not differentially expressed
CRLF1|ENSG00000006016	ad	control	687.0	-2.858	0.004259	------++------	0.04292376376376376	CRLF1	ENSG00000006016	19	18572220	Not differentially expressed
PHYKPL|ENSG00000175309	ad	control	687.0	-1.008	0.3134	+-----+++--+--	0.5181188868763379	PHYKPL	ENSG00000175309	5	178208471	Not differentially expressed
NF2|ENSG00000186575	ad	control	687.0	-1.134	0.2569	----++++++---+	0.45788673886028763	NF2	ENSG00000186575	22	29603553	Not differentially expressed
GALNT17|ENSG00000185274	ad	control	687.0	1.547	0.122	+++++--------+	0.29465479913399084	GALNT17	ENSG00000185274	7	71132144	Not differentially expressed
TLCD1|ENSG00000160606	ad	control	687.0	-0.054	0.9567	+++++----++-++	0.978930697105585	TLCD1	ENSG00000160606	17	28724348	Not differentially expressed
IFI16|ENSG00000163565	ad	control	687.0	-2.668	0.007632	-------++--+--	0.0578304	IFI16	ENSG00000163565	1	158999968	Not differentially expressed
PDGFRB|ENSG00000113721	ad	control	687.0	-5.512	3.548e-08	--------------	0.00011873973333333332	PDGFRB	ENSG00000113721	5	150113839	Downregulated in AD
BANP|ENSG00000172530	ad	control	687.0	-2.946	0.003221	------+++-----	0.03704334478808705	BANP	ENSG00000172530	16	87949244	Not differentially expressed
STMN1|ENSG00000117632	ad	control	687.0	4.09	4.305e-05	+++++++--+++++	0.003859125	STMN1	ENSG00000117632	1	25884181	Upregulated in AD
LHFPL3|ENSG00000187416	ad	control	687.0	-0.025	0.9802	----+-+--+---+	0.990163565033699	LHFPL3	ENSG00000187416	7	104328603	Not differentially expressed
PPIP5K2|ENSG00000145725	ad	control	687.0	1.781	0.07496	+++++--+-++-+-	0.2197898423817863	PPIP5K2	ENSG00000145725	5	103120149	Not differentially expressed
PSMB10|ENSG00000205220	ad	control	687.0	-1.555	0.1198	----+------+-+	0.2915859393939394	PSMB10	ENSG00000205220	16	67934506	Not differentially expressed
MTHFD1|ENSG00000100714	ad	control	687.0	1.667	0.0955	+++++----+++++	0.25426146910633785	MTHFD1	ENSG00000100714	14	64388031	Not differentially expressed
NDUFA4L2|ENSG00000185633	ad	control	687.0	-2.272	0.0231	+--------+-+--	0.11002087286527513	NDUFA4L2	ENSG00000185633	12	57234903	Not differentially expressed
SOS2|ENSG00000100485	ad	control	687.0	-0.129	0.8972	-----++++-+++-	0.9466044556536359	SOS2	ENSG00000100485	14	50117130	Not differentially expressed
FAM168A|ENSG00000054965	ad	control	687.0	-0.273	0.7848	++++------+-++	0.8811666293893985	FAM168A	ENSG00000054965	11	73400487	Not differentially expressed
SLC38A6|ENSG00000139974	ad	control	687.0	0.464	0.6424	-++++++++++-+-	0.7872203100207493	SLC38A6	ENSG00000139974	14	60981114	Not differentially expressed
ZNF175|ENSG00000105497	ad	control	687.0	0.138	0.8904	--+-+++++-+++-	0.9428980065393945	ZNF175	ENSG00000105497	19	51571283	Not differentially expressed
MAPK8IP2|ENSG00000008735	ad	control	687.0	1.128	0.2594	+++++----+---+	0.46054394341290894	MAPK8IP2	ENSG00000008735	22	50600793	Not differentially expressed
BMPR1A|ENSG00000107779	ad	control	687.0	-2.886	0.003901	-----++++--++-	0.04088313152400835	BMPR1A	ENSG00000107779	10	86755786	Not differentially expressed
KDM3A|ENSG00000115548	ad	control	687.0	0.154	0.8779	-----++++--++-	0.9357804437838411	KDM3A	ENSG00000115548	2	86440647	Not differentially expressed
TDRD3|ENSG00000083544	ad	control	687.0	1.623	0.1046	-+--+++++++++-	0.2685892583120204	TDRD3	ENSG00000083544	13	60396457	Not differentially expressed
RFTN2|ENSG00000162944	ad	control	687.0	-1.753	0.07967	-----++++--+--	0.2284085665334095	RFTN2	ENSG00000162944	2	197568224	Not differentially expressed
EXOC8|ENSG00000116903	ad	control	687.0	0.518	0.6043	+++++----+++++	0.7608998119122258	EXOC8	ENSG00000116903	1	231332753	Not differentially expressed
CHMP1A|ENSG00000131165	ad	control	687.0	-1.437	0.1508	--+---+------+	0.33356069618858775	CHMP1A	ENSG00000131165	16	89640816	Not differentially expressed
RMDN3|ENSG00000137824	ad	control	687.0	0.266	0.7901	-+--+--++----+	0.8837571301247773	RMDN3	ENSG00000137824	15	40735884	Not differentially expressed
MRPL10|ENSG00000159111	ad	control	687.0	1.371	0.1703	+++++-++--++++	0.36041568296795956	MRPL10	ENSG00000159111	17	47823272	Not differentially expressed
RBKS|ENSG00000171174	ad	control	687.0	-0.24	0.8104	-+--+-------++	0.8963022026431717	RBKS	ENSG00000171174	2	27781379	Not differentially expressed
EMC10|ENSG00000161671	ad	control	687.0	-1.444	0.1487	-----------+-+	0.33081054730777754	EMC10	ENSG00000161671	19	50476400	Not differentially expressed
LARP4|ENSG00000161813	ad	control	687.0	-0.988	0.3234	++++-----++++-	0.5275281884646629	LARP4	ENSG00000161813	12	50392383	Not differentially expressed
CRPPA|ENSG00000214960	ad	control	687.0	0.983	0.3257	+++++----++-++	0.5298165910563837	CRPPA	ENSG00000214960	7	16087525	Not differentially expressed
TOM1L1|ENSG00000141198	ad	control	687.0	-0.714	0.4754	++++-----+--++	0.6605336285635206	TOM1L1	ENSG00000141198	17	54899387	Not differentially expressed
CNOT3|ENSG00000276082	ad	control	687.0	-2.472	0.01342	-----++------+	0.08000997624703088	CNOT3	ENSG00000276082	HSCHR19LRC_LRC_J_CTG3_1	112549	Not differentially expressed
FBXO10|ENSG00000147912	ad	control	687.0	-1.505	0.1322	++++-+-------+	0.3079554524361949	FBXO10	ENSG00000147912	9	37510892	Not differentially expressed
ZNRF2|ENSG00000180233	ad	control	687.0	-1.309	0.1906	-----++---+++-	0.38565578395808137	ZNRF2	ENSG00000180233	7	30284597	Not differentially expressed
NTAQ1|ENSG00000156795	ad	control	687.0	2.304	0.02124	++++-++++-++--	0.10499734121122599	NTAQ1	ENSG00000156795	8	123416726	Not differentially expressed
DOCK2|ENSG00000134516	ad	control	687.0	-2.872	0.004084	------+----+--	0.042011639344262296	DOCK2	ENSG00000134516	5	169637268	Not differentially expressed
CCDC122|ENSG00000151773	ad	control	687.0	1.28	0.2007	+++++---++++-+	0.3964664700098328	CCDC122	ENSG00000151773	13	43823909	Not differentially expressed
ZNF391|ENSG00000124613	ad	control	687.0	1.423	0.1548	+++++----++-++	0.33926915520628687	ZNF391	ENSG00000124613	6	27374615	Not differentially expressed
TUBGCP6|ENSG00000128159	ad	control	687.0	-1.585	0.113	----+++-------	0.2814487720168693	TUBGCP6	ENSG00000128159	22	50217689	Not differentially expressed
PA2G4|ENSG00000170515	ad	control	687.0	2.762	0.005737	+++++--+-+-+++	0.049740880069025016	PA2G4	ENSG00000170515	12	56104537	Not differentially expressed
DPP6|ENSG00000130226	ad	control	687.0	2.123	0.03373	+++++----++-++	0.13567676282051286	DPP6	ENSG00000130226	7	153748133	Not differentially expressed
WDR83|ENSG00000123154	ad	control	687.0	-1.333	0.1824	------+++----+	0.3745747596645531	WDR83	ENSG00000123154	19	12666802	Not differentially expressed
KBTBD7|ENSG00000120696	ad	control	687.0	0.153	0.8781	++++-++--+++-+	0.9357949262286381	KBTBD7	ENSG00000120696	13	41189834	Not differentially expressed
CYC1|ENSG00000179091	ad	control	687.0	1.205	0.2281	+++++----+-+-+	0.42744925373134324	CYC1	ENSG00000179091	8	144095039	Not differentially expressed
TTC19|ENSG00000011295	ad	control	687.0	2.318	0.02046	+++++----++-++	0.10255214356929213	TTC19	ENSG00000011295	17	15999784	Not differentially expressed
SCN1B|ENSG00000105711	ad	control	687.0	0.166	0.8679	+++++--------+	0.9307536851100192	SCN1B	ENSG00000105711	19	35030470	Not differentially expressed
RARG|ENSG00000172819	ad	control	687.0	-3.685	0.0002289	-----++++-----	0.010022539130434781	RARG	ENSG00000172819	12	53210567	Not differentially expressed
HEMK1|ENSG00000114735	ad	control	687.0	-2.028	0.04254	----+-+----+--	0.15502780399274046	HEMK1	ENSG00000114735	3	50569152	Not differentially expressed
ZFP62|ENSG00000196670	ad	control	687.0	-1.149	0.2505	-----++++-+++-	0.4514485729671513	ZFP62	ENSG00000196670	5	180847611	Not differentially expressed
FAM185A|ENSG00000222011	ad	control	687.0	0.733	0.4638	--++-+-+--+-++	0.6503149958112259	FAM185A	ENSG00000222011	7	102748971	Not differentially expressed
HBS1L|ENSG00000112339	ad	control	687.0	2.787	0.005326	++++++++++++++	0.04847963735267452	HBS1L	ENSG00000112339	6	134960378	Not differentially expressed
GPER1|ENSG00000164850	ad	control	687.0	-4.306	1.659e-05	-------++-----	0.0024516594594594598	GPER1	ENSG00000164850	7	1082208	Downregulated in AD
PAOX|ENSG00000148832	ad	control	687.0	0.431	0.6662	+---+-+++-++-+	0.8038274245883908	PAOX	ENSG00000148832	10	133379261	Not differentially expressed
UBE2QL1|ENSG00000215218	ad	control	687.0	1.207	0.2276	+++-+----++-++	0.4272020938493176	UBE2QL1	ENSG00000215218	5	6448859	Not differentially expressed
TMEM115|ENSG00000126062	ad	control	687.0	-2.988	0.002806	-------------+	0.035040099502487564	TMEM115	ENSG00000126062	3	50354750	Not differentially expressed
CGN|ENSG00000143375	ad	control	687.0	-1.155	0.2481	----+++++--+--	0.44921983769161405	CGN	ENSG00000143375	1	151510510	Not differentially expressed
PFKL|ENSG00000141959	ad	control	687.0	0.495	0.6208	---++----+-+-+	0.7734961528915364	PFKL	ENSG00000141959	21	44300051	Not differentially expressed
SPATA6|ENSG00000132122	ad	control	687.0	1.319	0.1871	++-+++-+--++--	0.3813406414941129	SPATA6	ENSG00000132122	1	48295373	Not differentially expressed
SORBS1|ENSG00000095637	ad	control	687.0	-2.873	0.00406	-----++++-----	0.04200893004115227	SORBS1	ENSG00000095637	10	95311771	Not differentially expressed
TMEM116|ENSG00000198270	ad	control	687.0	0.187	0.8519	+-+------+-+++	0.9219657216772664	TMEM116	ENSG00000198270	12	111931282	Not differentially expressed
TCAIM|ENSG00000179152	ad	control	687.0	-0.167	0.8677	-----++++++++-	0.9306386069864331	TCAIM	ENSG00000179152	3	44338119	Not differentially expressed
KIF2A|ENSG00000068796	ad	control	687.0	2.258	0.02393	++++-++++-++++	0.1124743097800655	KIF2A	ENSG00000068796	5	62306162	Not differentially expressed
USP40|ENSG00000085982	ad	control	687.0	0.652	0.5145	-----++++-++--	0.691139951833021	USP40	ENSG00000085982	2	233475526	Not differentially expressed
LCA5|ENSG00000135338	ad	control	687.0	-0.602	0.5469	-----++++-+-+-	0.7184189454402722	LCA5	ENSG00000135338	6	79484991	Not differentially expressed
KL|ENSG00000133116	ad	control	687.0	-1.532	0.1255	---------++-++	0.29915004748338087	KL	ENSG00000133116	13	33016423	Not differentially expressed
ELF2|ENSG00000109381	ad	control	687.0	-1.153	0.2487	-----++++--++-	0.4498194919834264	ELF2	ENSG00000109381	4	139028112	Not differentially expressed
OSTC|ENSG00000198856	ad	control	687.0	0.152	0.8795	+++------++++-	0.9361938083121288	OSTC	ENSG00000198856	4	108650585	Not differentially expressed
TRA2B|ENSG00000136527	ad	control	687.0	1.738	0.08221	++++++-+++-++-	0.2321114735658043	TRA2B	ENSG00000136527	3	185914558	Not differentially expressed
DHX29|ENSG00000067248	ad	control	687.0	3.199	0.00138	++++++-+++++++	0.024054166666666668	DHX29	ENSG00000067248	5	55256055	Not differentially expressed
CDKN1B|ENSG00000111276	ad	control	687.0	0.529	0.5968	----+++++++++-	0.7560721766561515	CDKN1B	ENSG00000111276	12	12685498	Not differentially expressed
ABCB10|ENSG00000135776	ad	control	687.0	2.505	0.01224	++++++---++++-	0.07599851576994433	ABCB10	ENSG00000135776	1	229516582	Not differentially expressed
OTUD4|ENSG00000164164	ad	control	687.0	-1.516	0.1296	-----++++++++-	0.305155722326454	OTUD4	ENSG00000164164	4	145110838	Not differentially expressed
SAMD4B|ENSG00000179134	ad	control	687.0	-0.738	0.4606	----+-+--+++--	0.6474248146593929	SAMD4B	ENSG00000179134	19	39342421	Not differentially expressed
KRBA2|ENSG00000184619	ad	control	687.0	-0.494	0.6217	----+++++-++--	0.7740022313127557	KRBA2	ENSG00000184619	17	8356902	Not differentially expressed
JPH1|ENSG00000104369	ad	control	687.0	1.464	0.1432	+++++++--++-++	0.32293980233602876	JPH1	ENSG00000104369	8	74234700	Not differentially expressed
HDHD2|ENSG00000167220	ad	control	687.0	4.085	4.415e-05	++++++++++++++	0.00392270796460177	HDHD2	ENSG00000167220	18	47107408	Upregulated in AD
CTSF|ENSG00000174080	ad	control	687.0	0.888	0.3744	++++-----+++++	0.5754709124311085	CTSF	ENSG00000174080	11	66563464	Not differentially expressed
YY1|ENSG00000100811	ad	control	687.0	-0.725	0.4687	-----++++++++-	0.6542121507020714	YY1	ENSG00000100811	14	100238298	Not differentially expressed
CACNG4|ENSG00000075461	ad	control	687.0	-0.539	0.5902	----++---++--+	0.7512180527383366	CACNG4	ENSG00000075461	17	66964707	Not differentially expressed
CD83|ENSG00000112149	ad	control	687.0	0.633	0.5268	++++-----+--++	0.7009106811555792	CD83	ENSG00000112149	6	14117256	Not differentially expressed
NBPF12|ENSG00000268043	ad	control	687.0	1.407	0.1595	----++++++++--	0.34497630331753554	NBPF12	ENSG00000268043	1	146938324	Not differentially expressed
OGG1|ENSG00000114026	ad	control	687.0	-2.457	0.014	------+++----+	0.08201772594752187	OGG1	ENSG00000114026	3	9749944	Not differentially expressed
CBY1|ENSG00000100211	ad	control	687.0	0.576	0.5648	+-----+++-++-+	0.7320077439339184	CBY1	ENSG00000100211	22	38656636	Not differentially expressed
GOLGA7|ENSG00000147533	ad	control	687.0	0.385	0.7005	--++---++++++-	0.8280960791239844	GOLGA7	ENSG00000147533	8	41488200	Not differentially expressed
KLHL36|ENSG00000135686	ad	control	687.0	-1.733	0.08309	-----++++++---	0.23370420168067224	KLHL36	ENSG00000135686	16	84648511	Not differentially expressed
MPND|ENSG00000008382	ad	control	687.0	-0.156	0.8758	--+-+-+--+---+	0.9345341694122647	MPND	ENSG00000008382	19	4343527	Not differentially expressed
IFIT3|ENSG00000119917	ad	control	687.0	0.115	0.9084	+++++--+---+--	0.9533173076923076	IFIT3	ENSG00000119917	10	89327307	Not differentially expressed
ZNF208|ENSG00000160321	ad	control	687.0	-1.442	0.1493	----+-+----+-+	0.3317043593715423	ZNF208	ENSG00000160321	19	21932958	Not differentially expressed
PGAP3|ENSG00000161395	ad	control	687.0	0.505	0.6133	+++++----+++++	0.767389332003988	PGAP3	ENSG00000161395	17	39671122	Not differentially expressed
RPL4|ENSG00000174444	ad	control	687.0	0.825	0.4093	----+--+++-+++	0.6065185185185185	RPL4	ENSG00000174444	15	66498015	Not differentially expressed
ZNF865|ENSG00000261221	ad	control	687.0	0.754	0.4506	----++++++----	0.6395284139100933	ZNF865	ENSG00000261221	19	55605647	Not differentially expressed
KLF15|ENSG00000163884	ad	control	687.0	-2.915	0.003555	-----++++--+--	0.03885043478260869	KLF15	ENSG00000163884	3	126342635	Not differentially expressed
TMEM232|ENSG00000186952	ad	control	687.0	0.619	0.5358	+++++-+---+-++	0.7086047675490583	TMEM232	ENSG00000186952	5	110289233	Not differentially expressed
NOX4|ENSG00000086991	ad	control	687.0	2.042	0.04119	+++-+--++-+++-	0.15172209600586295	NOX4	ENSG00000086991	11	89324353	Not differentially expressed
SPNS1|ENSG00000169682	ad	control	687.0	0.703	0.4819	+---+-+-++++++	0.6662456623519691	SPNS1	ENSG00000169682	16	28974221	Not differentially expressed
NOP58|ENSG00000055044	ad	control	687.0	-0.085	0.9326	+-+++----+--++	0.9662852425180599	NOP58	ENSG00000055044	2	202265736	Not differentially expressed
LARP7|ENSG00000174720	ad	control	687.0	-1.001	0.3171	-----++++--+--	0.5212318271119842	LARP7	ENSG00000174720	4	112637077	Not differentially expressed
MSANTD1|ENSG00000188981	ad	control	687.0	-1.499	0.1338	------+------+	0.3103146223146223	MSANTD1	ENSG00000188981	4	3244369	Not differentially expressed
ABCE1|ENSG00000164163	ad	control	687.0	3.629	0.0002842	+++++----+++++	0.011020830769230768	ABCE1	ENSG00000164163	4	145098288	Not differentially expressed
GSTA4|ENSG00000170899	ad	control	687.0	3.739	0.0001845	+++++----+++++	0.008948695652173913	GSTA4	ENSG00000170899	6	52977948	Upregulated in AD
CAPZA2|ENSG00000198898	ad	control	687.0	1.076	0.2821	++++-+---++++-	0.4846481861738535	CAPZA2	ENSG00000198898	7	116811070	Not differentially expressed
COX5A|ENSG00000178741	ad	control	687.0	1.763	0.07791	+++++----+---+	0.22464572085008613	COX5A	ENSG00000178741	15	74919791	Not differentially expressed
INPP5A|ENSG00000068383	ad	control	687.0	0.285	0.7756	-++-++-++0++--	0.8754527877697841	INPP5A	ENSG00000068383	10	132537787	Not differentially expressed
SPRTN|ENSG00000010072	ad	control	687.0	-0.458	0.6472	-+-+--+-+-+++-	0.7904011677411508	SPRTN	ENSG00000010072	1	231337104	Not differentially expressed
ADISSP|ENSG00000101220	ad	control	687.0	-0.691	0.4896	+--++--------+	0.6724465116279069	ADISSP	ENSG00000101220	20	3753508	Not differentially expressed
ZNF440|ENSG00000171295	ad	control	687.0	1.841	0.0656	++++--+--+++++	0.20271591258848878	ZNF440	ENSG00000171295	19	11814273	Not differentially expressed
MRPL45|ENSG00000277936	ad	control	687.0	1.113	0.2655	++++---+--+-++	0.4676526315789474	MRPL45	ENSG00000277936	HSCHR17_7_CTG4	2332054	Not differentially expressed
MDM1|ENSG00000111554	ad	control	687.0	1.198	0.231	-+++--+++-+++-	0.43052533877854093	MDM1	ENSG00000111554	12	68272443	Not differentially expressed
METTL3|ENSG00000165819	ad	control	687.0	0.32	0.7489	------++++++--	0.8586223592554527	METTL3	ENSG00000165819	14	21498133	Not differentially expressed
PRDX1|ENSG00000117450	ad	control	687.0	-1.177	0.2391	++++--+----+--	0.4394222954420648	PRDX1	ENSG00000117450	1	45510914	Not differentially expressed
MINPP1|ENSG00000107789	ad	control	687.0	0.947	0.3436	+-+++----++++-	0.5465373891001268	MINPP1	ENSG00000107789	10	87504875	Not differentially expressed
HFM1|ENSG00000162669	ad	control	687.0	-0.653	0.5137	--++--------+-	0.6908047147066704	HFM1	ENSG00000162669	1	91260766	Not differentially expressed
MGAT4C|ENSG00000182050	ad	control	687.0	1.409	0.1587	+++++-----++++	0.34390681622088004	MGAT4C	ENSG00000182050	12	85955666	Not differentially expressed
CCDC102B|ENSG00000150636	ad	control	687.0	1.261	0.2072	--+++--+++++++	0.4036259216142802	CCDC102B	ENSG00000150636	18	68715209	Not differentially expressed
CD320|ENSG00000167775	ad	control	687.0	-0.721	0.471	++++----+--+--	0.6564186563020544	CD320	ENSG00000167775	19	8302127	Not differentially expressed
PPIL3|ENSG00000240344	ad	control	687.0	2.858	0.004263	++++++--++++++	0.04292376376376376	PPIL3	ENSG00000240344	2	200870907	Not differentially expressed
RNF19B|ENSG00000116514	ad	control	687.0	0.104	0.9172	++++---++--++-	0.9582401664932363	RNF19B	ENSG00000116514	1	32936445	Not differentially expressed
